query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,AP026116.1,100.0,100.0,81,1,81,3088558,3088478
Feature2,AP026116.1,100.0,100.0,100,1,100,3088577,3088478
Feature3,AP026116.1,100.0,100.0,80,1,80,3088557,3088478
Feature4,AP026116.1,100.0,100.0,87,1,87,1210075,1209989
Feature5,AP026116.1,100.0,100.0,97,1,97,1210086,1209990
Feature6,AP026116.1,100.0,100.0,80,1,80,3088590,3088511
Feature12,AP026116.1,100.0,100.0,81,1,81,2490452,2490532
Feature13,AP026116.1,100.0,100.0,100,1,100,4496406,4496307
Feature16,AP026116.1,100.0,100.0,100,1,100,3089849,3089948
Feature23,AP026116.1,100.0,100.0,100,1,100,5237383,5237482
Feature31,AP026116.1,100.0,100.0,89,1,89,2013608,2013520
Feature32,AP026116.1,100.0,100.0,100,1,100,2490543,2490444
Feature36,AP026116.1,100.0,100.0,86,1,86,3088504,3088589
Feature37,AP026116.1,100.0,100.0,100,1,100,3088578,3088479
Feature40,AP026116.1,100.0,100.0,100,1,100,4496440,4496341
Feature42,AP026116.1,100.0,100.0,100,1,100,1977008,1977107
Feature44,AP026116.1,100.0,100.0,98,1,98,3088596,3088499
Feature48,AP026116.1,100.0,100.0,81,1,81,1210075,1209995
Feature52,AP026116.1,100.0,100.0,87,1,87,3088504,3088590
Feature63,AP026116.1,100.0,100.0,100,1,100,3405474,3405375
Feature68,AP026116.1,100.0,100.0,95,1,95,898020,898114
Feature75,AP026116.1,100.0,100.0,100,1,100,2796289,2796190
Feature80,AP026116.1,100.0,100.0,93,1,93,3088504,3088596
Feature85,AP026116.1,100.0,100.0,84,1,84,3088511,3088594
Feature88,AP026117.1,100.0,100.0,81,1,81,22290,22370
Feature90,AP026116.1,100.0,100.0,93,1,93,3786443,3786535
Feature94,AP026116.1,100.0,100.0,100,1,100,3405356,3405455
Feature98,AP026116.1,100.0,100.0,92,1,92,2048907,2048816
Feature99,AP026116.1,100.0,100.0,100,1,100,2796292,2796193
Feature100,AP026116.1,100.0,100.0,93,1,93,1203299,1203207
Feature101,AP026116.1,100.0,100.0,84,1,84,3088507,3088590
Feature103,AP026116.1,100.0,100.0,92,1,92,916541,916450
Feature104,AP026116.1,100.0,100.0,87,1,87,3088585,3088499
Feature105,AP026116.1,100.0,100.0,92,1,92,2778087,2778178
Feature107,AP026116.1,100.0,100.0,100,1,100,916563,916464
Feature107,AP026116.1,100.0,100.0,100,1,100,1537222,1537123
Feature108,AP026116.1,100.0,100.0,100,1,100,1183730,1183829
Feature109,AP026116.1,100.0,100.0,100,1,100,3089897,3089798
Feature110,AP026116.1,100.0,100.0,100,1,100,5237143,5237044
Feature111,AP026116.1,100.0,100.0,92,1,92,4997043,4997134
Feature115,AP026116.1,100.0,100.0,96,1,96,1572631,1572536
Feature117,AP026116.1,100.0,100.0,85,1,85,3088511,3088595
Feature120,AP026116.1,100.0,100.0,92,1,92,1572627,1572536
Feature122,AP026116.1,100.0,100.0,100,1,100,3405452,3405353
Feature129,AP026116.1,100.0,100.0,100,1,100,3097785,3097884
Feature133,AP026116.1,100.0,100.0,85,1,85,3088596,3088512
Feature134,AP026116.1,100.0,100.0,100,1,100,4347502,4347403
Feature135,AP026116.1,100.0,100.0,95,1,95,1572630,1572536
Feature136,AP026116.1,100.0,100.0,100,1,100,920323,920224
Feature138,AP026116.1,100.0,100.0,84,1,84,916463,916546
Feature138,AP026116.1,100.0,100.0,84,1,84,1537122,1537205
Feature143,AP026116.1,100.0,100.0,100,1,100,5237153,5237054
Feature145,AP026116.1,100.0,100.0,98,1,98,1187386,1187289
Feature146,AP026116.1,100.0,100.0,96,1,96,916463,916558
Feature146,AP026116.1,100.0,100.0,96,1,96,1537122,1537217
Feature147,AP026116.1,100.0,100.0,100,1,100,1692846,1692747
Feature147,AP026116.1,100.0,100.0,100,1,100,2758793,2758892
Feature148,AP026116.1,100.0,100.0,80,1,80,916546,916467
Feature148,AP026116.1,100.0,100.0,80,1,80,1537205,1537126
Feature149,AP026116.1,100.0,100.0,99,1,99,2504135,2504037
Feature152,AP026116.1,100.0,100.0,99,1,99,1203183,1203281
Feature153,AP026116.1,100.0,100.0,100,1,100,1692804,1692705
Feature153,AP026116.1,100.0,100.0,100,1,100,2758835,2758934
Feature155,AP026116.1,100.0,100.0,82,1,82,891605,891524
Feature160,AP026116.1,100.0,100.0,91,1,91,1572627,1572537
Feature163,AP026116.1,100.0,100.0,93,1,93,2576791,2576699
Feature165,AP026116.1,100.0,100.0,87,1,87,2554479,2554565
Feature167,AP026116.1,100.0,100.0,100,1,100,272563,272464
Feature172,AP026116.1,100.0,100.0,81,1,81,4997132,4997052
Feature176,AP026116.1,100.0,100.0,100,1,100,2796273,2796174
Feature178,AP026116.1,100.0,100.0,88,1,88,3088596,3088509
Feature179,AP026116.1,100.0,100.0,88,1,88,2596444,2596531
Feature179,AP026116.1,100.0,100.0,88,1,88,2794693,2794780
Feature181,AP026116.1,100.0,100.0,83,1,83,265419,265337
Feature182,AP026116.1,100.0,100.0,100,1,100,1977013,1977112
Feature184,AP026116.1,100.0,100.0,100,1,100,1204870,1204969
Feature186,AP026116.1,100.0,100.0,100,1,100,2007850,2007949
Feature186,AP026116.1,100.0,100.0,100,1,100,2466622,2466721
Feature186,AP026116.1,100.0,100.0,100,1,100,2552880,2552979
Feature188,AP026116.1,100.0,100.0,100,1,100,916483,916582
Feature188,AP026116.1,100.0,100.0,100,1,100,1537142,1537241
Feature189,AP026116.1,100.0,100.0,100,1,100,3096984,3097083
Feature190,AP026116.1,100.0,100.0,100,1,100,2573802,2573901
Feature192,AP026116.1,100.0,100.0,88,1,88,3097067,3096980
Feature196,AP026116.1,100.0,100.0,100,1,100,1175748,1175847
Feature198,AP026116.1,100.0,100.0,100,1,100,2035747,2035846
Feature199,AP026116.1,100.0,100.0,89,1,89,2796606,2796518
Feature203,AP026116.1,100.0,100.0,100,1,100,4504255,4504156
Feature205,AP026116.1,100.0,100.0,89,1,89,1171481,1171393
Feature206,AP026116.1,100.0,100.0,95,1,95,1171394,1171488
Feature209,AP026116.1,100.0,100.0,80,1,80,2047206,2047127
Feature212,AP026116.1,100.0,100.0,100,1,100,2796249,2796150
Feature215,AP026116.1,100.0,100.0,100,1,100,4995718,4995619
Feature217,AP026116.1,100.0,100.0,82,1,82,1203299,1203218
Feature219,AP026116.1,100.0,100.0,100,1,100,2760938,2760839
Feature222,AP026116.1,100.0,100.0,95,1,95,920749,920843
Feature223,AP026116.1,100.0,100.0,81,1,81,2561285,2561365
Feature226,AP026116.1,100.0,100.0,100,1,100,1209721,1209622
Feature226,AP026116.1,100.0,100.0,100,1,100,2005681,2005780
Feature226,AP026116.1,100.0,100.0,100,1,100,4997823,4997724
Feature228,AP026116.1,100.0,100.0,100,1,100,2796195,2796096
Feature235,AP026116.1,100.0,100.0,100,1,100,1210241,1210142
Feature235,AP026116.1,100.0,100.0,100,1,100,1210382,1210283
Feature235,AP026116.1,100.0,100.0,100,1,100,1210523,1210424
Feature235,AP026116.1,100.0,100.0,100,1,100,1210664,1210565
Feature235,AP026116.1,100.0,100.0,100,1,100,2463791,2463890
Feature235,AP026116.1,100.0,100.0,100,1,100,2463932,2464031
Feature238,AP026116.1,100.0,100.0,100,1,100,3097079,3096980
Feature239,AP026116.1,100.0,100.0,89,1,89,1178724,1178812
Feature241,AP026116.1,100.0,100.0,81,1,81,916463,916543
Feature241,AP026116.1,100.0,100.0,81,1,81,1537122,1537202
Feature243,AP026116.1,100.0,100.0,98,1,98,4997035,4997132
Feature244,AP026116.1,100.0,100.0,90,1,90,2045943,2046032
Feature245,AP026116.1,100.0,100.0,81,1,81,2011429,2011509
Feature246,AP026116.1,100.0,100.0,100,1,100,2035872,2035773
Feature247,AP026116.1,100.0,100.0,92,1,92,916542,916451
Feature248,AP026116.1,100.0,100.0,92,1,92,2034440,2034349
Feature249,AP026116.1,100.0,100.0,100,1,100,2760939,2760840
Feature253,AP026116.1,100.0,100.0,98,1,98,1655936,1656033
Feature253,AP026116.1,100.0,100.0,98,1,98,2046272,2046175
Feature254,AP026116.1,100.0,100.0,100,1,100,920217,920316
Feature255,AP026116.1,100.0,100.0,100,1,100,2032876,2032975
Feature255,AP026116.1,100.0,100.0,100,1,100,2489595,2489694
Feature256,AP026116.1,100.0,100.0,91,1,91,2796218,2796308
Feature258,AP026116.1,100.0,100.0,100,1,100,2573769,2573868
Feature261,AP026116.1,100.0,100.0,94,1,94,337464,337371
Feature262,AP026116.1,100.0,100.0,100,1,100,3096983,3097082
Feature265,AP026116.1,100.0,100.0,100,1,100,3089825,3089726
Feature266,AP026116.1,100.0,100.0,100,1,100,916504,916603
Feature266,AP026116.1,100.0,100.0,100,1,100,1537163,1537262
Feature268,AP026116.1,100.0,100.0,87,1,87,2005548,2005462
Feature268,AP026116.1,100.0,100.0,87,1,87,2464320,2464234
Feature272,AP026116.1,100.0,100.0,84,1,84,916543,916460
Feature273,AP026116.1,100.0,100.0,84,1,84,916450,916533
Feature274,AP026116.1,100.0,100.0,85,1,85,897778,897862
Feature275,AP026116.1,100.0,100.0,100,1,100,2796361,2796460
Feature278,AP026116.1,100.0,100.0,90,1,90,3088600,3088511
Feature282,AP026116.1,100.0,100.0,88,1,88,3405360,3405447
Feature291,AP026116.1,100.0,100.0,97,1,97,1187386,1187290
Feature295,AP026116.1,100.0,100.0,100,1,100,3405528,3405429
Feature298,AP026116.1,100.0,100.0,88,1,88,3089801,3089714
Feature299,AP026116.1,100.0,100.0,97,1,97,1171490,1171394
Feature300,AP026116.1,100.0,100.0,100,1,100,1693337,1693238
Feature300,AP026116.1,100.0,100.0,100,1,100,2758302,2758401
Feature302,AP026116.1,100.0,100.0,98,1,98,1207804,1207707
Feature305,AP026116.1,100.0,100.0,100,1,100,1655941,1656040
Feature305,AP026116.1,100.0,100.0,100,1,100,2046267,2046168
Feature307,AP026116.1,100.0,100.0,92,1,92,2492547,2492456
Feature308,AP026116.1,100.0,100.0,100,1,100,1695978,1695879
Feature308,AP026116.1,100.0,100.0,100,1,100,2464517,2464616
Feature309,AP026116.1,100.0,100.0,100,1,100,2038460,2038361
Feature312,AP026116.1,100.0,100.0,89,1,89,2596444,2596532
Feature312,AP026116.1,100.0,100.0,89,1,89,2794693,2794781
Feature313,AP026116.1,100.0,100.0,98,1,98,2796211,2796308
Feature317,AP026116.1,100.0,100.0,83,1,83,1203289,1203207
Feature318,AP026116.1,100.0,100.0,94,1,94,2045939,2046032
Feature320,AP026116.1,100.0,100.0,91,1,91,2011419,2011509
Feature321,AP026116.1,100.0,100.0,100,1,100,2035766,2035865
Feature323,AP026116.1,100.0,100.0,100,1,100,3089758,3089857
Feature328,AP026116.1,100.0,100.0,100,1,100,3088592,3088493
Feature331,AP026116.1,100.0,100.0,91,1,91,2778001,2777911
Feature333,AP026116.1,100.0,100.0,92,1,92,3088590,3088499
Feature338,AP026116.1,100.0,100.0,100,1,100,1692744,1692843
Feature338,AP026116.1,100.0,100.0,100,1,100,2758895,2758796
Feature339,AP026116.1,100.0,100.0,84,1,84,4995617,4995700
Feature342,AP026116.1,100.0,100.0,93,1,93,916450,916542
