query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,AP026106.1,100.0,100.0,81,1,81,3019437,3019357
Feature2,AP026106.1,100.0,100.0,100,1,100,3019456,3019357
Feature3,AP026106.1,100.0,100.0,80,1,80,3019436,3019357
Feature4,AP026106.1,100.0,100.0,87,1,87,1283480,1283394
Feature5,AP026106.1,100.0,100.0,97,1,97,1283491,1283395
Feature6,AP026106.1,100.0,100.0,80,1,80,3019469,3019390
Feature12,AP026106.1,100.0,100.0,81,1,81,2504384,2504464
Feature13,AP026106.1,100.0,100.0,100,1,100,4446126,4446027
Feature16,AP026106.1,100.0,100.0,100,1,100,3020728,3020827
Feature19,AP026106.1,100.0,100.0,100,1,100,2485612,2485711
Feature23,AP026106.1,100.0,100.0,100,1,100,5177458,5177557
Feature31,AP026106.1,100.0,100.0,89,1,89,1979061,1978973
Feature32,AP026106.1,100.0,100.0,100,1,100,2504475,2504376
Feature35,AP026106.1,100.0,100.0,100,1,100,3020954,3021053
Feature36,AP026106.1,100.0,100.0,86,1,86,3019383,3019468
Feature37,AP026106.1,100.0,100.0,100,1,100,3019457,3019358
Feature40,AP026106.1,100.0,100.0,100,1,100,4446160,4446061
Feature42,AP026106.1,100.0,100.0,100,1,100,1942462,1942561
Feature44,AP026106.1,100.0,100.0,98,1,98,3019475,3019378
Feature48,AP026106.1,100.0,100.0,81,1,81,1283480,1283400
Feature52,AP026106.1,100.0,100.0,87,1,87,3019383,3019469
Feature60,AP026106.1,100.0,100.0,100,1,100,3020955,3021054
Feature61,AP026106.1,100.0,100.0,100,1,100,3020953,3021052
Feature63,AP026106.1,100.0,100.0,100,1,100,3333755,3333656
Feature68,AP026106.1,100.0,100.0,95,1,95,906207,906301
Feature77,AP026106.1,100.0,100.0,100,1,100,2485722,2485623
Feature80,AP026106.1,100.0,100.0,93,1,93,3019383,3019475
Feature85,AP026106.1,100.0,100.0,84,1,84,3019390,3019473
Feature88,AP026107.1,100.0,100.0,81,1,81,22288,22368
Feature90,AP026106.1,100.0,100.0,93,1,93,3728176,3728268
Feature94,AP026106.1,100.0,100.0,100,1,100,3333637,3333736
Feature98,AP026106.1,100.0,100.0,92,1,92,2060968,2060877
Feature100,AP026106.1,100.0,100.0,93,1,93,1276704,1276612
Feature101,AP026106.1,100.0,100.0,84,1,84,3019386,3019469
Feature103,AP026106.1,100.0,100.0,92,1,92,924728,924637
Feature104,AP026106.1,100.0,100.0,87,1,87,3019464,3019378
Feature107,AP026106.1,100.0,100.0,100,1,100,924750,924651
Feature107,AP026106.1,100.0,100.0,100,1,100,1510397,1510298
Feature108,AP026106.1,100.0,100.0,100,1,100,1258450,1258549
Feature109,AP026106.1,100.0,100.0,100,1,100,3020776,3020677
Feature110,AP026106.1,100.0,100.0,100,1,100,5177218,5177119
Feature112,AP026106.1,100.0,100.0,85,1,85,2485857,2485941
Feature115,AP026106.1,100.0,100.0,96,1,96,1540069,1539974
Feature117,AP026106.1,100.0,100.0,85,1,85,3019390,3019474
Feature120,AP026106.1,100.0,100.0,92,1,92,1540065,1539974
Feature122,AP026106.1,100.0,100.0,100,1,100,3333733,3333634
Feature124,AP026106.1,100.0,100.0,100,1,100,3021051,3020952
Feature129,AP026106.1,100.0,100.0,100,1,100,308186,308087
Feature130,AP026106.1,100.0,100.0,100,1,100,2004590,2004689
Feature133,AP026106.1,100.0,100.0,85,1,85,3019475,3019391
Feature134,AP026106.1,100.0,100.0,100,1,100,4297129,4297030
Feature135,AP026106.1,100.0,100.0,95,1,95,1540068,1539974
Feature138,AP026106.1,100.0,100.0,84,1,84,924650,924733
Feature138,AP026106.1,100.0,100.0,84,1,84,1510297,1510380
Feature140,AP026106.1,100.0,100.0,80,1,80,2485857,2485936
Feature143,AP026106.1,100.0,100.0,100,1,100,5177228,5177129
Feature145,AP026106.1,100.0,100.0,98,1,98,1260793,1260696
Feature146,AP026106.1,100.0,100.0,96,1,96,924650,924745
Feature146,AP026106.1,100.0,100.0,96,1,96,1510297,1510392
Feature147,AP026106.1,100.0,100.0,100,1,100,1659637,1659538
Feature148,AP026106.1,100.0,100.0,80,1,80,924733,924654
Feature148,AP026106.1,100.0,100.0,80,1,80,1510380,1510301
Feature149,AP026106.1,100.0,100.0,99,1,99,2518071,2517973
Feature151,AP026106.1,100.0,100.0,98,1,98,2486901,2486998
Feature152,AP026106.1,100.0,100.0,99,1,99,1276588,1276686
Feature153,AP026106.1,100.0,100.0,100,1,100,1659595,1659496
Feature155,AP026106.1,100.0,100.0,82,1,82,899792,899711
Feature157,AP026106.1,100.0,100.0,100,1,100,2485945,2485846
Feature160,AP026106.1,100.0,100.0,91,1,91,1540065,1539975
Feature165,AP026106.1,100.0,100.0,87,1,87,2482148,2482234
