query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,NZ_AP026090.1,100.0,100.0,81,1,81,3098139,3098059
Feature2,NZ_AP026090.1,100.0,100.0,100,1,100,3098158,3098059
Feature3,NZ_AP026090.1,100.0,100.0,80,1,80,3098138,3098059
Feature4,NZ_AP026090.1,100.0,100.0,87,1,87,1211789,1211703
Feature5,NZ_AP026090.1,100.0,100.0,97,1,97,1211800,1211704
Feature6,NZ_AP026090.1,100.0,100.0,80,1,80,3098171,3098092
Feature12,NZ_AP026090.1,100.0,100.0,81,1,81,2535706,2535786
Feature13,NZ_AP026090.1,100.0,100.0,100,1,100,4512968,4512869
Feature16,NZ_AP026090.1,100.0,100.0,100,1,100,3099430,3099529
Feature19,NZ_AP026090.1,100.0,100.0,100,1,100,2772367,2772466
Feature23,NZ_AP026090.1,100.0,100.0,100,1,100,5283829,5283928
Feature31,NZ_AP026090.1,100.0,100.0,89,1,89,2034563,2034475
Feature32,NZ_AP026090.1,100.0,100.0,100,1,100,2535797,2535698
Feature36,NZ_AP026090.1,100.0,100.0,86,1,86,3098085,3098170
Feature37,NZ_AP026090.1,100.0,100.0,100,1,100,3098159,3098060
Feature40,NZ_AP026090.1,100.0,100.0,100,1,100,4513002,4512903
Feature42,NZ_AP026090.1,100.0,100.0,100,1,100,1997963,1998062
Feature44,NZ_AP026090.1,100.0,100.0,98,1,98,3098177,3098080
Feature48,NZ_AP026090.1,100.0,100.0,81,1,81,1211789,1211709
Feature51,NZ_AP026090.1,100.0,100.0,84,1,84,1514511,1514594
Feature52,NZ_AP026090.1,100.0,100.0,87,1,87,3098085,3098171
Feature63,NZ_AP026090.1,100.0,100.0,100,1,100,3411068,3410969
Feature68,NZ_AP026090.1,100.0,100.0,95,1,95,904816,904910
Feature75,NZ_AP026090.1,100.0,100.0,100,1,100,2807066,2806967
Feature77,NZ_AP026090.1,100.0,100.0,100,1,100,2772477,2772378
Feature80,NZ_AP026090.1,100.0,100.0,93,1,93,3098085,3098177
Feature85,NZ_AP026090.1,100.0,100.0,84,1,84,3098092,3098175
Feature88,NZ_AP026091.1,100.0,100.0,81,1,81,22291,22371
Feature89,NZ_AP026090.1,100.0,100.0,97,1,97,2773973,2773877
Feature90,NZ_AP026090.1,100.0,100.0,93,1,93,3804105,3804197
Feature94,NZ_AP026090.1,100.0,100.0,100,1,100,3410950,3411049
Feature98,NZ_AP026090.1,100.0,100.0,92,1,92,2113408,2113317
Feature99,NZ_AP026090.1,100.0,100.0,100,1,100,2807069,2806970
Feature100,NZ_AP026090.1,100.0,100.0,93,1,93,1205013,1204921
Feature101,NZ_AP026090.1,100.0,100.0,84,1,84,3098088,3098171
Feature103,NZ_AP026090.1,100.0,100.0,92,1,92,923337,923246
Feature104,NZ_AP026090.1,100.0,100.0,87,1,87,3098166,3098080
Feature105,NZ_AP026090.1,100.0,100.0,92,1,92,2787551,2787642
Feature107,NZ_AP026090.1,100.0,100.0,100,1,100,923359,923260
Feature107,NZ_AP026090.1,100.0,100.0,100,1,100,1582030,1581931
Feature108,NZ_AP026090.1,100.0,100.0,100,1,100,1186757,1186856
Feature109,NZ_AP026090.1,100.0,100.0,100,1,100,3099478,3099379
Feature110,NZ_AP026090.1,100.0,100.0,100,1,100,5283589,5283490
Feature111,NZ_AP026090.1,100.0,100.0,92,1,92,5043722,5043813
Feature112,NZ_AP026090.1,100.0,100.0,85,1,85,1514631,1514547
Feature112,NZ_AP026090.1,100.0,100.0,85,1,85,2772612,2772696
Feature117,NZ_AP026090.1,100.0,100.0,85,1,85,3098092,3098176
Feature122,NZ_AP026090.1,100.0,100.0,100,1,100,3411046,3410947
Feature129,NZ_AP026090.1,100.0,100.0,100,1,100,306819,306720
Feature129,NZ_AP026090.1,100.0,100.0,100,1,100,3107366,3107465
Feature130,NZ_AP026090.1,100.0,100.0,100,1,100,2053100,2053199
Feature132,NZ_AP026090.1,100.0,100.0,100,1,100,1491720,1491819
Feature133,NZ_AP026090.1,100.0,100.0,85,1,85,3098177,3098093
Feature134,NZ_AP026090.1,100.0,100.0,100,1,100,4363962,4363863
Feature137,NZ_AP026090.1,100.0,100.0,86,1,86,2773973,2773888
Feature138,NZ_AP026090.1,100.0,100.0,84,1,84,923259,923342
Feature138,NZ_AP026090.1,100.0,100.0,84,1,84,1581930,1582013
Feature140,NZ_AP026090.1,100.0,100.0,80,1,80,1514631,1514552
Feature140,NZ_AP026090.1,100.0,100.0,80,1,80,2772612,2772691
Feature143,NZ_AP026090.1,100.0,100.0,100,1,100,5283599,5283500
Feature145,NZ_AP026090.1,100.0,100.0,98,1,98,1189100,1189003
Feature146,NZ_AP026090.1,100.0,100.0,96,1,96,923259,923354
Feature146,NZ_AP026090.1,100.0,100.0,96,1,96,1581930,1582025
Feature147,NZ_AP026090.1,100.0,100.0,100,1,100,1714988,1714889
Feature147,NZ_AP026090.1,100.0,100.0,100,1,100,2768258,2768357
Feature148,NZ_AP026090.1,100.0,100.0,80,1,80,923342,923263
Feature148,NZ_AP026090.1,100.0,100.0,80,1,80,1582013,1581934
Feature149,NZ_AP026090.1,100.0,100.0,99,1,99,2549393,2549295
Feature151,NZ_AP026090.1,100.0,100.0,98,1,98,2773656,2773753
Feature152,NZ_AP026090.1,100.0,100.0,99,1,99,1204897,1204995
Feature153,NZ_AP026090.1,100.0,100.0,100,1,100,1714946,1714847
Feature153,NZ_AP026090.1,100.0,100.0,100,1,100,2768300,2768399
Feature155,NZ_AP026090.1,100.0,100.0,82,1,82,898401,898320
Feature157,NZ_AP026090.1,100.0,100.0,100,1,100,1514543,1514642
