query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,AP026090.1,100.0,100.0,81,1,81,3098139,3098059
Feature2,AP026090.1,100.0,100.0,100,1,100,3098158,3098059
Feature3,AP026090.1,100.0,100.0,80,1,80,3098138,3098059
Feature4,AP026090.1,100.0,100.0,87,1,87,1211789,1211703
Feature5,AP026090.1,100.0,100.0,97,1,97,1211800,1211704
Feature6,AP026090.1,100.0,100.0,80,1,80,3098171,3098092
Feature12,AP026090.1,100.0,100.0,81,1,81,2535706,2535786
Feature13,AP026090.1,100.0,100.0,100,1,100,4512968,4512869
Feature16,AP026090.1,100.0,100.0,100,1,100,3099430,3099529
Feature19,AP026090.1,100.0,100.0,100,1,100,2772367,2772466
Feature23,AP026090.1,100.0,100.0,100,1,100,5283829,5283928
Feature31,AP026090.1,100.0,100.0,89,1,89,2034563,2034475
Feature32,AP026090.1,100.0,100.0,100,1,100,2535797,2535698
Feature36,AP026090.1,100.0,100.0,86,1,86,3098085,3098170
Feature37,AP026090.1,100.0,100.0,100,1,100,3098159,3098060
Feature40,AP026090.1,100.0,100.0,100,1,100,4513002,4512903
Feature42,AP026090.1,100.0,100.0,100,1,100,1997963,1998062
Feature44,AP026090.1,100.0,100.0,98,1,98,3098177,3098080
Feature48,AP026090.1,100.0,100.0,81,1,81,1211789,1211709
Feature51,AP026090.1,100.0,100.0,84,1,84,1514511,1514594
Feature52,AP026090.1,100.0,100.0,87,1,87,3098085,3098171
Feature63,AP026090.1,100.0,100.0,100,1,100,3411068,3410969
Feature68,AP026090.1,100.0,100.0,95,1,95,904816,904910
Feature75,AP026090.1,100.0,100.0,100,1,100,2807066,2806967
Feature77,AP026090.1,100.0,100.0,100,1,100,2772477,2772378
Feature80,AP026090.1,100.0,100.0,93,1,93,3098085,3098177
Feature85,AP026090.1,100.0,100.0,84,1,84,3098092,3098175
Feature88,AP026091.1,100.0,100.0,81,1,81,22291,22371
Feature89,AP026090.1,100.0,100.0,97,1,97,2773973,2773877
Feature90,AP026090.1,100.0,100.0,93,1,93,3804105,3804197
Feature94,AP026090.1,100.0,100.0,100,1,100,3410950,3411049
Feature98,AP026090.1,100.0,100.0,92,1,92,2113408,2113317
Feature99,AP026090.1,100.0,100.0,100,1,100,2807069,2806970
Feature100,AP026090.1,100.0,100.0,93,1,93,1205013,1204921
Feature101,AP026090.1,100.0,100.0,84,1,84,3098088,3098171
Feature103,AP026090.1,100.0,100.0,92,1,92,923337,923246
Feature104,AP026090.1,100.0,100.0,87,1,87,3098166,3098080
Feature105,AP026090.1,100.0,100.0,92,1,92,2787551,2787642
Feature107,AP026090.1,100.0,100.0,100,1,100,923359,923260
