query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,AP026080.1,100.0,100.0,81,1,81,3149717,3149637
Feature2,AP026080.1,100.0,100.0,100,1,100,3149736,3149637
Feature3,AP026080.1,100.0,100.0,80,1,80,3149716,3149637
Feature4,AP026080.1,100.0,100.0,87,1,87,1214465,1214379
Feature5,AP026080.1,100.0,100.0,97,1,97,1214476,1214380
Feature6,AP026080.1,100.0,100.0,80,1,80,3149749,3149670
Feature12,AP026080.1,100.0,100.0,81,1,81,2586660,2586740
Feature13,AP026080.1,100.0,100.0,100,1,100,4582287,4582188
Feature16,AP026080.1,100.0,100.0,100,1,100,3151008,3151107
Feature19,AP026080.1,100.0,100.0,100,1,100,2567889,2567988
Feature19,AP026080.1,100.0,100.0,100,1,100,2824625,2824724
Feature23,AP026080.1,100.0,100.0,100,1,100,5329002,5328903
Feature31,AP026080.1,100.0,100.0,89,1,89,2061694,2061606
Feature32,AP026080.1,100.0,100.0,100,1,100,2586751,2586652
Feature35,AP026080.1,100.0,100.0,100,1,100,3151234,3151333
Feature36,AP026080.1,100.0,100.0,86,1,86,3149663,3149748
Feature37,AP026080.1,100.0,100.0,100,1,100,3149737,3149638
Feature40,AP026080.1,100.0,100.0,100,1,100,4582321,4582222
Feature42,AP026080.1,100.0,100.0,100,1,100,2025095,2025194
Feature44,AP026080.1,100.0,100.0,98,1,98,3149755,3149658
Feature48,AP026080.1,100.0,100.0,81,1,81,1214465,1214385
Feature51,AP026080.1,100.0,100.0,84,1,84,1519761,1519844
Feature52,AP026080.1,100.0,100.0,87,1,87,3149663,3149749
Feature60,AP026080.1,100.0,100.0,100,1,100,3151235,3151334
Feature61,AP026080.1,100.0,100.0,100,1,100,3151233,3151332
Feature63,AP026080.1,100.0,100.0,100,1,100,3464460,3464361
Feature68,AP026080.1,100.0,100.0,95,1,95,907490,907584
Feature75,AP026080.1,100.0,100.0,100,1,100,2858011,2857912
Feature77,AP026080.1,100.0,100.0,100,1,100,2567999,2567900
Feature77,AP026080.1,100.0,100.0,100,1,100,2824735,2824636
Feature80,AP026080.1,100.0,100.0,93,1,93,3149663,3149755
Feature85,AP026080.1,100.0,100.0,84,1,84,3149670,3149753
Feature88,AP026081.1,100.0,100.0,81,1,81,22289,22369
Feature90,AP026080.1,100.0,100.0,93,1,93,3858803,3858895
Feature94,AP026080.1,100.0,100.0,100,1,100,3464342,3464441
Feature98,AP026080.1,100.0,100.0,92,1,92,2143602,2143511
Feature99,AP026080.1,100.0,100.0,100,1,100,2858014,2857915
Feature100,AP026080.1,100.0,100.0,93,1,93,1207689,1207597
Feature101,AP026080.1,100.0,100.0,84,1,84,3149666,3149749
Feature103,AP026080.1,100.0,100.0,92,1,92,926011,925920
Feature104,AP026080.1,100.0,100.0,87,1,87,3149744,3149658
Feature105,AP026080.1,100.0,100.0,92,1,92,2839809,2839900
Feature107,AP026080.1,100.0,100.0,100,1,100,926033,925934
Feature107,AP026080.1,100.0,100.0,100,1,100,1588589,1588490
Feature108,AP026080.1,100.0,100.0,100,1,100,1189435,1189534
Feature109,AP026080.1,100.0,100.0,100,1,100,3151056,3150957
Feature110,AP026080.1,100.0,100.0,100,1,100,5329242,5329341
Feature112,AP026080.1,100.0,100.0,85,1,85,1519881,1519797
Feature112,AP026080.1,100.0,100.0,85,1,85,2568134,2568218
Feature112,AP026080.1,100.0,100.0,85,1,85,2824870,2824954
Feature115,AP026080.1,100.0,100.0,96,1,96,1622685,1622590
Feature117,AP026080.1,100.0,100.0,85,1,85,3149670,3149754
Feature120,AP026080.1,100.0,100.0,92,1,92,1622681,1622590
Feature122,AP026080.1,100.0,100.0,100,1,100,3464438,3464339
Feature124,AP026080.1,100.0,100.0,100,1,100,3151331,3151232
Feature129,AP026080.1,100.0,100.0,100,1,100,308157,308058
Feature130,AP026080.1,100.0,100.0,100,1,100,2087223,2087322
Feature132,AP026080.1,100.0,100.0,100,1,100,1492979,1493078
Feature133,AP026080.1,100.0,100.0,85,1,85,3149755,3149671
Feature134,AP026080.1,100.0,100.0,100,1,100,4417346,4417247
Feature135,AP026080.1,100.0,100.0,95,1,95,1622684,1622590
Feature138,AP026080.1,100.0,100.0,84,1,84,925933,926016
Feature138,AP026080.1,100.0,100.0,84,1,84,1588489,1588572
Feature140,AP026080.1,100.0,100.0,80,1,80,1519881,1519802
Feature140,AP026080.1,100.0,100.0,80,1,80,2568134,2568213
Feature140,AP026080.1,100.0,100.0,80,1,80,2824870,2824949
Feature143,AP026080.1,100.0,100.0,100,1,100,5329232,5329331
Feature145,AP026080.1,100.0,100.0,98,1,98,1191778,1191681
Feature146,AP026080.1,100.0,100.0,96,1,96,925933,926028
Feature146,AP026080.1,100.0,100.0,96,1,96,1588489,1588584
Feature147,AP026080.1,100.0,100.0,100,1,100,1742254,1742155
Feature147,AP026080.1,100.0,100.0,100,1,100,2820516,2820615
Feature148,AP026080.1,100.0,100.0,80,1,80,926016,925937
Feature148,AP026080.1,100.0,100.0,80,1,80,1588572,1588493
Feature149,AP026080.1,100.0,100.0,99,1,99,2601660,2601562
Feature151,AP026080.1,100.0,100.0,98,1,98,2569178,2569275
Feature151,AP026080.1,100.0,100.0,98,1,98,2825914,2826011
Feature152,AP026080.1,100.0,100.0,99,1,99,1207573,1207671
Feature153,AP026080.1,100.0,100.0,100,1,100,1742212,1742113
Feature153,AP026080.1,100.0,100.0,100,1,100,2820558,2820657
Feature155,AP026080.1,100.0,100.0,82,1,82,901075,900994
Feature157,AP026080.1,100.0,100.0,100,1,100,1519793,1519892
Feature157,AP026080.1,100.0,100.0,100,1,100,2568222,2568123
Feature157,AP026080.1,100.0,100.0,100,1,100,2824958,2824859
Feature159,AP026080.1,100.0,100.0,99,1,99,1493128,1493030
Feature160,AP026080.1,100.0,100.0,91,1,91,1622681,1622591
Feature165,AP026080.1,100.0,100.0,87,1,87,2057536,2057622
Feature165,AP026080.1,100.0,100.0,87,1,87,2564425,2564511
Feature166,AP026080.1,100.0,100.0,90,1,90,1519802,1519891
Feature166,AP026080.1,100.0,100.0,90,1,90,2568213,2568124
Feature166,AP026080.1,100.0,100.0,90,1,90,2824949,2824860
Feature167,AP026080.1,100.0,100.0,100,1,100,272537,272438
Feature168,AP026080.1,100.0,100.0,100,1,100,1519778,1519877
Feature168,AP026080.1,100.0,100.0,100,1,100,2568237,2568138
Feature168,AP026080.1,100.0,100.0,100,1,100,2824973,2824874
Feature169,AP026080.1,100.0,100.0,80,1,80,3009639,3009560
Feature174,AP026080.1,100.0,100.0,100,1,100,1519794,1519893
Feature174,AP026080.1,100.0,100.0,100,1,100,2568221,2568122
Feature174,AP026080.1,100.0,100.0,100,1,100,2824957,2824858
Feature176,AP026080.1,100.0,100.0,100,1,100,2857995,2857896
Feature178,AP026080.1,100.0,100.0,88,1,88,3149755,3149668
Feature179,AP026080.1,100.0,100.0,88,1,88,2856415,2856502
Feature181,AP026080.1,100.0,100.0,83,1,83,265392,265310
Feature182,AP026080.1,100.0,100.0,100,1,100,2025100,2025199
Feature184,AP026080.1,100.0,100.0,100,1,100,1209260,1209359
Feature186,AP026080.1,100.0,100.0,100,1,100,2055937,2056036
Feature186,AP026080.1,100.0,100.0,100,1,100,2562826,2562925
Feature188,AP026080.1,100.0,100.0,100,1,100,925953,926052
Feature188,AP026080.1,100.0,100.0,100,1,100,1588509,1588608
Feature191,AP026080.1,100.0,100.0,100,1,100,1519872,1519773
Feature191,AP026080.1,100.0,100.0,100,1,100,2568143,2568242
Feature191,AP026080.1,100.0,100.0,100,1,100,2824879,2824978
Feature196,AP026080.1,100.0,100.0,100,1,100,1181453,1181552
Feature198,AP026080.1,100.0,100.0,100,1,100,2131755,2131854
Feature199,AP026080.1,100.0,100.0,89,1,89,2858328,2858240
Feature203,AP026080.1,100.0,100.0,100,1,100,4590136,4590037
Feature205,AP026080.1,100.0,100.0,89,1,89,1177185,1177097
Feature206,AP026080.1,100.0,100.0,95,1,95,1177098,1177192
Feature209,AP026080.1,100.0,100.0,80,1,80,2141901,2141822
Feature212,AP026080.1,100.0,100.0,100,1,100,2857971,2857872
Feature215,AP026080.1,100.0,100.0,100,1,100,5081515,5081416
Feature217,AP026080.1,100.0,100.0,82,1,82,1207689,1207608
Feature219,AP026080.1,100.0,100.0,100,1,100,2822661,2822562
Feature222,AP026080.1,100.0,100.0,95,1,95,928906,929000
Feature223,AP026080.1,100.0,100.0,81,1,81,2110788,2110868
Feature224,AP026080.1,100.0,100.0,100,1,100,2113082,2113181
Feature225,AP026080.1,100.0,100.0,100,1,100,2113108,2113207
Feature226,AP026080.1,100.0,100.0,100,1,100,1214111,1214012
Feature226,AP026080.1,100.0,100.0,100,1,100,2053768,2053867
Feature226,AP026080.1,100.0,100.0,100,1,100,5083620,5083521
Feature228,AP026080.1,100.0,100.0,100,1,100,2857917,2857818
Feature231,AP026080.1,100.0,100.0,100,1,100,2567887,2567986
Feature231,AP026080.1,100.0,100.0,100,1,100,2824623,2824722
Feature232,AP026080.1,100.0,100.0,94,1,94,1488911,1489004
Feature235,AP026080.1,100.0,100.0,100,1,100,1214631,1214532
Feature235,AP026080.1,100.0,100.0,100,1,100,1214772,1214673
Feature235,AP026080.1,100.0,100.0,100,1,100,1214913,1214814
Feature235,AP026080.1,100.0,100.0,100,1,100,2559995,2560094
Feature235,AP026080.1,100.0,100.0,100,1,100,2560136,2560235
Feature239,AP026080.1,100.0,100.0,89,1,89,1184429,1184517
Feature241,AP026080.1,100.0,100.0,81,1,81,925933,926013
Feature241,AP026080.1,100.0,100.0,81,1,81,1588489,1588569
Feature244,AP026080.1,100.0,100.0,90,1,90,2140638,2140727
Feature245,AP026080.1,100.0,100.0,81,1,81,2059515,2059595
Feature246,AP026080.1,100.0,100.0,100,1,100,2131880,2131781
Feature247,AP026080.1,100.0,100.0,92,1,92,926012,925921
Feature248,AP026080.1,100.0,100.0,92,1,92,2130447,2130356
Feature249,AP026080.1,100.0,100.0,100,1,100,2822662,2822563
Feature253,AP026080.1,100.0,100.0,98,1,98,1705992,1706089
Feature253,AP026080.1,100.0,100.0,98,1,98,2140967,2140870
Feature255,AP026080.1,100.0,100.0,100,1,100,2128883,2128982
Feature255,AP026080.1,100.0,100.0,100,1,100,2585803,2585902
Feature256,AP026080.1,100.0,100.0,91,1,91,2857940,2858030
Feature261,AP026080.1,100.0,100.0,94,1,94,350665,350572
Feature265,AP026080.1,100.0,100.0,100,1,100,3150984,3150885
Feature266,AP026080.1,100.0,100.0,100,1,100,925974,926073
Feature266,AP026080.1,100.0,100.0,100,1,100,1588530,1588629
Feature268,AP026080.1,100.0,100.0,87,1,87,2053635,2053549
Feature271,AP026080.1,100.0,100.0,100,1,100,2567888,2567987
Feature271,AP026080.1,100.0,100.0,100,1,100,2824624,2824723
Feature272,AP026080.1,100.0,100.0,84,1,84,926013,925930
Feature273,AP026080.1,100.0,100.0,84,1,84,925920,926003
Feature274,AP026080.1,100.0,100.0,85,1,85,907248,907332
Feature275,AP026080.1,100.0,100.0,100,1,100,2858083,2858182
Feature278,AP026080.1,100.0,100.0,90,1,90,3149759,3149670
Feature282,AP026080.1,100.0,100.0,88,1,88,3464346,3464433
Feature288,AP026080.1,100.0,100.0,92,1,92,1519743,1519834
Feature289,AP026080.1,100.0,100.0,100,1,100,2113068,2113167
Feature291,AP026080.1,100.0,100.0,97,1,97,1191778,1191682
Feature295,AP026080.1,100.0,100.0,100,1,100,3464514,3464415
Feature298,AP026080.1,100.0,100.0,88,1,88,3150960,3150873
Feature299,AP026080.1,100.0,100.0,97,1,97,1177194,1177098
Feature300,AP026080.1,100.0,100.0,100,1,100,1742745,1742646
Feature300,AP026080.1,100.0,100.0,100,1,100,2820025,2820124
Feature301,AP026080.1,100.0,100.0,100,1,100,1519809,1519908
Feature301,AP026080.1,100.0,100.0,100,1,100,2568206,2568107
Feature301,AP026080.1,100.0,100.0,100,1,100,2824942,2824843
Feature302,AP026080.1,100.0,100.0,98,1,98,1212194,1212097
