query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,NZ_AP026099.1,100.0,100.0,81,1,81,3318497,3318417
Feature2,NZ_AP026099.1,100.0,100.0,100,1,100,3318516,3318417
Feature3,NZ_AP026099.1,100.0,100.0,80,1,80,3318496,3318417
Feature4,NZ_AP026099.1,100.0,100.0,87,1,87,1263527,1263441
Feature5,NZ_AP026099.1,100.0,100.0,97,1,97,1263538,1263442
Feature6,NZ_AP026099.1,100.0,100.0,80,1,80,3318529,3318450
Feature7,NZ_AP026099.1,100.0,100.0,100,1,100,1839990,1839891
Feature7,NZ_AP026099.1,100.0,100.0,100,1,100,2199644,2199743
Feature8,NZ_AP026099.1,100.0,100.0,100,1,100,1839889,1839988
Feature8,NZ_AP026099.1,100.0,100.0,100,1,100,2199745,2199646
Feature12,NZ_AP026099.1,100.0,100.0,81,1,81,2739718,2739798
Feature13,NZ_AP026099.1,100.0,100.0,100,1,100,4750568,4750469
Feature15,NZ_AP026099.1,100.0,100.0,97,1,97,1839885,1839981
Feature15,NZ_AP026099.1,100.0,100.0,97,1,97,2199749,2199653
Feature16,NZ_AP026099.1,100.0,100.0,100,1,100,3319788,3319887
Feature17,NZ_AP026099.1,100.0,100.0,91,1,91,1839981,1839891
Feature17,NZ_AP026099.1,100.0,100.0,91,1,91,2199653,2199743
Feature23,NZ_AP026099.1,100.0,100.0,100,1,100,5492246,5492345
Feature28,NZ_AP026099.1,100.0,100.0,100,1,100,2196058,2195959
Feature29,NZ_AP026099.1,100.0,100.0,91,1,91,1839885,1839975
Feature29,NZ_AP026099.1,100.0,100.0,91,1,91,2199749,2199659
Feature31,NZ_AP026099.1,100.0,100.0,89,1,89,1838273,1838361
Feature31,NZ_AP026099.1,100.0,100.0,89,1,89,2044180,2044092
Feature32,NZ_AP026099.1,100.0,100.0,100,1,100,2739809,2739710
Feature35,NZ_AP026099.1,100.0,100.0,100,1,100,3320014,3320113
Feature36,NZ_AP026099.1,100.0,100.0,86,1,86,3318443,3318528
Feature37,NZ_AP026099.1,100.0,100.0,100,1,100,3318517,3318418
Feature39,NZ_AP026099.1,100.0,100.0,100,1,100,2195925,2196024
Feature40,NZ_AP026099.1,100.0,100.0,100,1,100,4750602,4750503
Feature42,NZ_AP026099.1,100.0,100.0,100,1,100,2007581,2007680
Feature44,NZ_AP026099.1,100.0,100.0,98,1,98,3318535,3318438
Feature46,NZ_AP026099.1,100.0,100.0,100,1,100,1839885,1839984
Feature46,NZ_AP026099.1,100.0,100.0,100,1,100,2199749,2199650
Feature48,NZ_AP026099.1,100.0,100.0,81,1,81,1263527,1263447
Feature51,NZ_AP026099.1,100.0,100.0,84,1,84,1617805,1617888
Feature52,NZ_AP026099.1,100.0,100.0,87,1,87,3318443,3318529
Feature60,NZ_AP026099.1,100.0,100.0,100,1,100,3320015,3320114
Feature61,NZ_AP026099.1,100.0,100.0,100,1,100,3320013,3320112
Feature63,NZ_AP026099.1,100.0,100.0,100,1,100,3632806,3632707
Feature68,NZ_AP026099.1,100.0,100.0,95,1,95,945589,945683
Feature75,NZ_AP026099.1,100.0,100.0,100,1,100,3024120,3024021
Feature76,NZ_AP026099.1,100.0,100.0,86,1,86,1839976,1839891
Feature76,NZ_AP026099.1,100.0,100.0,86,1,86,2199658,2199743
Feature78,NZ_AP026099.1,100.0,100.0,100,1,100,2683879,2683780
Feature80,NZ_AP026099.1,100.0,100.0,93,1,93,3318443,3318535
Feature85,NZ_AP026099.1,100.0,100.0,84,1,84,3318450,3318533
Feature88,NZ_AP026100.1,100.0,100.0,81,1,81,22290,22370
Feature89,NZ_AP026099.1,100.0,100.0,97,1,97,2202977,2202881
Feature89,NZ_AP026099.1,100.0,100.0,97,1,97,2981913,2981817
Feature90,NZ_AP026099.1,100.0,100.0,93,1,93,4027187,4027279
Feature93,NZ_AP026099.1,100.0,100.0,100,1,100,2683876,2683777
Feature94,NZ_AP026099.1,100.0,100.0,100,1,100,3632688,3632787
Feature96,NZ_AP026099.1,100.0,100.0,89,1,89,1839979,1839891
Feature96,NZ_AP026099.1,100.0,100.0,89,1,89,2199655,2199743
Feature97,NZ_AP026099.1,100.0,100.0,100,1,100,2195929,2196028
Feature98,NZ_AP026099.1,100.0,100.0,92,1,92,2295133,2295042
Feature99,NZ_AP026099.1,100.0,100.0,100,1,100,3024123,3024024
Feature100,NZ_AP026099.1,100.0,100.0,93,1,93,1256751,1256659
Feature101,NZ_AP026099.1,100.0,100.0,84,1,84,3318446,3318529
Feature102,NZ_AP026099.1,100.0,100.0,100,1,100,1099334,1099235
Feature103,NZ_AP026099.1,100.0,100.0,92,1,92,965423,965332
Feature104,NZ_AP026099.1,100.0,100.0,87,1,87,3318524,3318438
Feature105,NZ_AP026099.1,100.0,100.0,92,1,92,2060729,2060820
Feature105,NZ_AP026099.1,100.0,100.0,92,1,92,3005920,3006011
Feature107,NZ_AP026099.1,100.0,100.0,100,1,100,965445,965346
Feature107,NZ_AP026099.1,100.0,100.0,100,1,100,1687941,1687842
Feature108,NZ_AP026099.1,100.0,100.0,100,1,100,1238496,1238595
Feature109,NZ_AP026099.1,100.0,100.0,100,1,100,3319836,3319737
Feature110,NZ_AP026099.1,100.0,100.0,100,1,100,5492006,5491907
Feature112,NZ_AP026099.1,100.0,100.0,85,1,85,1617925,1617841
Feature112,NZ_AP026099.1,100.0,100.0,85,1,85,2980552,2980636
Feature115,NZ_AP026099.1,100.0,100.0,96,1,96,1722037,1721942
Feature117,NZ_AP026099.1,100.0,100.0,85,1,85,3318450,3318534
Feature120,NZ_AP026099.1,100.0,100.0,92,1,92,1722033,1721942
Feature122,NZ_AP026099.1,100.0,100.0,100,1,100,3632784,3632685
Feature124,NZ_AP026099.1,100.0,100.0,100,1,100,3320111,3320012
Feature129,NZ_AP026099.1,100.0,100.0,100,1,100,308149,308050
Feature130,NZ_AP026099.1,100.0,100.0,100,1,100,1592147,1592048
Feature132,NZ_AP026099.1,100.0,100.0,100,1,100,1544414,1544513
Feature133,NZ_AP026099.1,100.0,100.0,85,1,85,3318535,3318451
Feature134,NZ_AP026099.1,100.0,100.0,100,1,100,4585608,4585509
Feature135,NZ_AP026099.1,100.0,100.0,95,1,95,1722036,1721942
Feature137,NZ_AP026099.1,100.0,100.0,86,1,86,2202977,2202892
Feature137,NZ_AP026099.1,100.0,100.0,86,1,86,2981913,2981828
Feature138,NZ_AP026099.1,100.0,100.0,84,1,84,965345,965428
Feature138,NZ_AP026099.1,100.0,100.0,84,1,84,1687841,1687924
Feature140,NZ_AP026099.1,100.0,100.0,80,1,80,1617925,1617846
Feature140,NZ_AP026099.1,100.0,100.0,80,1,80,2980552,2980631
Feature143,NZ_AP026099.1,100.0,100.0,100,1,100,5492016,5491917
Feature145,NZ_AP026099.1,100.0,100.0,98,1,98,1240839,1240742
Feature146,NZ_AP026099.1,100.0,100.0,96,1,96,965345,965440
Feature146,NZ_AP026099.1,100.0,100.0,96,1,96,1687841,1687936
Feature147,NZ_AP026099.1,100.0,100.0,100,1,100,2255985,2256084
Feature147,NZ_AP026099.1,100.0,100.0,100,1,100,2976195,2976294
Feature148,NZ_AP026099.1,100.0,100.0,80,1,80,965428,965349
Feature148,NZ_AP026099.1,100.0,100.0,80,1,80,1687924,1687845
Feature149,NZ_AP026099.1,100.0,100.0,99,1,99,2753405,2753307
Feature151,NZ_AP026099.1,100.0,100.0,98,1,98,2981596,2981693
Feature153,NZ_AP026099.1,100.0,100.0,100,1,100,2256027,2256126
Feature153,NZ_AP026099.1,100.0,100.0,100,1,100,2976237,2976336
Feature155,NZ_AP026099.1,100.0,100.0,82,1,82,939174,939093
Feature157,NZ_AP026099.1,100.0,100.0,100,1,100,1617837,1617936
Feature157,NZ_AP026099.1,100.0,100.0,100,1,100,2980640,2980541
Feature159,NZ_AP026099.1,100.0,100.0,99,1,99,1544563,1544465
Feature160,NZ_AP026099.1,100.0,100.0,91,1,91,1722033,1721943
Feature165,NZ_AP026099.1,100.0,100.0,87,1,87,2040022,2040108
Feature165,NZ_AP026099.1,100.0,100.0,87,1,87,2717482,2717568
Feature165,NZ_AP026099.1,100.0,100.0,87,1,87,2976843,2976929
Feature166,NZ_AP026099.1,100.0,100.0,90,1,90,1617846,1617935
Feature166,NZ_AP026099.1,100.0,100.0,90,1,90,2980631,2980542
Feature167,NZ_AP026099.1,100.0,100.0,100,1,100,272524,272425
Feature168,NZ_AP026099.1,100.0,100.0,100,1,100,1617822,1617921
Feature168,NZ_AP026099.1,100.0,100.0,100,1,100,2980655,2980556
Feature169,NZ_AP026099.1,100.0,100.0,80,1,80,3177060,3176981
Feature174,NZ_AP026099.1,100.0,100.0,100,1,100,1617838,1617937
Feature174,NZ_AP026099.1,100.0,100.0,100,1,100,2980639,2980540
Feature176,NZ_AP026099.1,100.0,100.0,100,1,100,3024104,3024005
Feature178,NZ_AP026099.1,100.0,100.0,88,1,88,3318535,3318448
Feature179,NZ_AP026099.1,100.0,100.0,88,1,88,3022524,3022611
Feature181,NZ_AP026099.1,100.0,100.0,83,1,83,265379,265297
Feature182,NZ_AP026099.1,100.0,100.0,100,1,100,2007586,2007685
Feature184,NZ_AP026099.1,100.0,100.0,100,1,100,1258322,1258421
Feature186,NZ_AP026099.1,100.0,100.0,100,1,100,2038423,2038522
Feature186,NZ_AP026099.1,100.0,100.0,100,1,100,2196300,2196399
Feature186,NZ_AP026099.1,100.0,100.0,100,1,100,2715883,2715982
Feature188,NZ_AP026099.1,100.0,100.0,100,1,100,965365,965464
Feature188,NZ_AP026099.1,100.0,100.0,100,1,100,1687861,1687960
Feature191,NZ_AP026099.1,100.0,100.0,100,1,100,1617916,1617817
Feature191,NZ_AP026099.1,100.0,100.0,100,1,100,2980561,2980660
Feature196,NZ_AP026099.1,100.0,100.0,100,1,100,1230514,1230613
Feature198,NZ_AP026099.1,100.0,100.0,100,1,100,2283286,2283385
Feature199,NZ_AP026099.1,100.0,100.0,89,1,89,3024437,3024349
Feature203,NZ_AP026099.1,100.0,100.0,100,1,100,4758417,4758318
Feature205,NZ_AP026099.1,100.0,100.0,89,1,89,1226247,1226159
Feature205,NZ_AP026099.1,100.0,100.0,89,1,89,2074410,2074498
Feature206,NZ_AP026099.1,100.0,100.0,95,1,95,1226160,1226254
Feature206,NZ_AP026099.1,100.0,100.0,95,1,95,2074497,2074403
Feature209,NZ_AP026099.1,100.0,100.0,80,1,80,2293432,2293353
Feature212,NZ_AP026099.1,100.0,100.0,100,1,100,3024080,3023981
Feature215,NZ_AP026099.1,100.0,100.0,100,1,100,1843395,1843296
Feature215,NZ_AP026099.1,100.0,100.0,100,1,100,5249809,5249710
Feature217,NZ_AP026099.1,100.0,100.0,82,1,82,1256751,1256670
Feature219,NZ_AP026099.1,100.0,100.0,100,1,100,2978343,2978244
Feature222,NZ_AP026099.1,100.0,100.0,95,1,95,968318,968412
Feature223,NZ_AP026099.1,100.0,100.0,81,1,81,1568583,1568503
Feature223,NZ_AP026099.1,100.0,100.0,81,1,81,1616505,1616425
Feature223,NZ_AP026099.1,100.0,100.0,81,1,81,1836599,1836519
Feature226,NZ_AP026099.1,100.0,100.0,100,1,100,1263173,1263074
Feature226,NZ_AP026099.1,100.0,100.0,100,1,100,2036254,2036353
Feature226,NZ_AP026099.1,100.0,100.0,100,1,100,5251914,5251815
Feature228,NZ_AP026099.1,100.0,100.0,100,1,100,3024026,3023927
Feature232,NZ_AP026099.1,100.0,100.0,94,1,94,1540346,1540439
Feature235,NZ_AP026099.1,100.0,100.0,100,1,100,1263693,1263594
Feature235,NZ_AP026099.1,100.0,100.0,100,1,100,1263834,1263735
Feature235,NZ_AP026099.1,100.0,100.0,100,1,100,1263975,1263876
Feature235,NZ_AP026099.1,100.0,100.0,100,1,100,1264116,1264017
Feature235,NZ_AP026099.1,100.0,100.0,100,1,100,2713052,2713151
Feature235,NZ_AP026099.1,100.0,100.0,100,1,100,2713193,2713292
Feature239,NZ_AP026099.1,100.0,100.0,89,1,89,1233490,1233578
Feature241,NZ_AP026099.1,100.0,100.0,81,1,81,965345,965425
Feature241,NZ_AP026099.1,100.0,100.0,81,1,81,1687841,1687921
Feature244,NZ_AP026099.1,100.0,100.0,90,1,90,2292169,2292258
Feature245,NZ_AP026099.1,100.0,100.0,81,1,81,2042001,2042081
Feature246,NZ_AP026099.1,100.0,100.0,100,1,100,2283411,2283312
Feature247,NZ_AP026099.1,100.0,100.0,92,1,92,965424,965333
Feature248,NZ_AP026099.1,100.0,100.0,92,1,92,2281978,2281887
Feature249,NZ_AP026099.1,100.0,100.0,100,1,100,2978344,2978245
Feature251,NZ_AP026099.1,100.0,100.0,89,1,89,1839893,1839981
Feature251,NZ_AP026099.1,100.0,100.0,89,1,89,2199741,2199653
Feature253,NZ_AP026099.1,100.0,100.0,98,1,98,1805342,1805439
Feature253,NZ_AP026099.1,100.0,100.0,98,1,98,2292498,2292401
Feature255,NZ_AP026099.1,100.0,100.0,100,1,100,2063429,2063528
Feature255,NZ_AP026099.1,100.0,100.0,100,1,100,2280414,2280513
Feature255,NZ_AP026099.1,100.0,100.0,100,1,100,2738861,2738960
Feature256,NZ_AP026099.1,100.0,100.0,91,1,91,3024049,3024139
Feature261,NZ_AP026099.1,100.0,100.0,94,1,94,349343,349250
Feature265,NZ_AP026099.1,100.0,100.0,100,1,100,3319764,3319665
Feature266,NZ_AP026099.1,100.0,100.0,100,1,100,965386,965485
Feature266,NZ_AP026099.1,100.0,100.0,100,1,100,1687882,1687981
Feature268,NZ_AP026099.1,100.0,100.0,87,1,87,2036121,2036035
Feature268,NZ_AP026099.1,100.0,100.0,87,1,87,2713581,2713495
Feature272,NZ_AP026099.1,100.0,100.0,84,1,84,965425,965342
Feature273,NZ_AP026099.1,100.0,100.0,84,1,84,965332,965415
Feature274,NZ_AP026099.1,100.0,100.0,85,1,85,945347,945431
Feature275,NZ_AP026099.1,100.0,100.0,100,1,100,3024192,3024291
Feature276,NZ_AP026099.1,100.0,100.0,85,1,85,2203081,2203165
Feature278,NZ_AP026099.1,100.0,100.0,90,1,90,3318539,3318450
Feature282,NZ_AP026099.1,100.0,100.0,88,1,88,3632692,3632779
Feature288,NZ_AP026099.1,100.0,100.0,92,1,92,1617787,1617878
Feature291,NZ_AP026099.1,100.0,100.0,97,1,97,1240839,1240743
Feature295,NZ_AP026099.1,100.0,100.0,100,1,100,3632860,3632761
Feature298,NZ_AP026099.1,100.0,100.0,88,1,88,3319740,3319653
Feature299,NZ_AP026099.1,100.0,100.0,97,1,97,1226256,1226160
Feature299,NZ_AP026099.1,100.0,100.0,97,1,97,2074401,2074497
Feature300,NZ_AP026099.1,100.0,100.0,100,1,100,2255494,2255593
Feature300,NZ_AP026099.1,100.0,100.0,100,1,100,2975704,2975803
Feature301,NZ_AP026099.1,100.0,100.0,100,1,100,1617853,1617952
