query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,NZ_AP026106.1,100.0,100.0,81,1,81,3019437,3019357
Feature2,NZ_AP026106.1,100.0,100.0,100,1,100,3019456,3019357
Feature3,NZ_AP026106.1,100.0,100.0,80,1,80,3019436,3019357
Feature4,NZ_AP026106.1,100.0,100.0,87,1,87,1283480,1283394
Feature5,NZ_AP026106.1,100.0,100.0,97,1,97,1283491,1283395
Feature6,NZ_AP026106.1,100.0,100.0,80,1,80,3019469,3019390
Feature12,NZ_AP026106.1,100.0,100.0,81,1,81,2504384,2504464
Feature13,NZ_AP026106.1,100.0,100.0,100,1,100,4446126,4446027
Feature16,NZ_AP026106.1,100.0,100.0,100,1,100,3020728,3020827
Feature19,NZ_AP026106.1,100.0,100.0,100,1,100,2485612,2485711
Feature23,NZ_AP026106.1,100.0,100.0,100,1,100,5177458,5177557
Feature31,NZ_AP026106.1,100.0,100.0,89,1,89,1979061,1978973
Feature32,NZ_AP026106.1,100.0,100.0,100,1,100,2504475,2504376
Feature35,NZ_AP026106.1,100.0,100.0,100,1,100,3020954,3021053
Feature36,NZ_AP026106.1,100.0,100.0,86,1,86,3019383,3019468
Feature37,NZ_AP026106.1,100.0,100.0,100,1,100,3019457,3019358
Feature40,NZ_AP026106.1,100.0,100.0,100,1,100,4446160,4446061
Feature42,NZ_AP026106.1,100.0,100.0,100,1,100,1942462,1942561
Feature44,NZ_AP026106.1,100.0,100.0,98,1,98,3019475,3019378
Feature48,NZ_AP026106.1,100.0,100.0,81,1,81,1283480,1283400
Feature52,NZ_AP026106.1,100.0,100.0,87,1,87,3019383,3019469
Feature60,NZ_AP026106.1,100.0,100.0,100,1,100,3020955,3021054
Feature61,NZ_AP026106.1,100.0,100.0,100,1,100,3020953,3021052
Feature63,NZ_AP026106.1,100.0,100.0,100,1,100,3333755,3333656
Feature68,NZ_AP026106.1,100.0,100.0,95,1,95,906207,906301
Feature77,NZ_AP026106.1,100.0,100.0,100,1,100,2485722,2485623
Feature80,NZ_AP026106.1,100.0,100.0,93,1,93,3019383,3019475
Feature85,NZ_AP026106.1,100.0,100.0,84,1,84,3019390,3019473
Feature88,NZ_AP026107.1,100.0,100.0,81,1,81,22288,22368
Feature90,NZ_AP026106.1,100.0,100.0,93,1,93,3728176,3728268
Feature94,NZ_AP026106.1,100.0,100.0,100,1,100,3333637,3333736
Feature98,NZ_AP026106.1,100.0,100.0,92,1,92,2060968,2060877
Feature100,NZ_AP026106.1,100.0,100.0,93,1,93,1276704,1276612
Feature101,NZ_AP026106.1,100.0,100.0,84,1,84,3019386,3019469
