query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,NZ_AP026085.1,100.0,100.0,81,1,81,3107609,3107529
Feature2,NZ_AP026085.1,100.0,100.0,100,1,100,3107628,3107529
Feature3,NZ_AP026085.1,100.0,100.0,80,1,80,3107608,3107529
Feature4,NZ_AP026085.1,100.0,100.0,87,1,87,1213117,1213031
Feature5,NZ_AP026085.1,100.0,100.0,97,1,97,1213128,1213032
Feature6,NZ_AP026085.1,100.0,100.0,80,1,80,3107641,3107562
Feature12,NZ_AP026085.1,100.0,100.0,81,1,81,2537151,2537231
Feature13,NZ_AP026085.1,100.0,100.0,100,1,100,4541194,4541095
Feature16,NZ_AP026085.1,100.0,100.0,100,1,100,3108900,3108999
Feature19,NZ_AP026085.1,100.0,100.0,100,1,100,2518381,2518480
Feature19,NZ_AP026085.1,100.0,100.0,100,1,100,2773818,2773917
Feature23,NZ_AP026085.1,100.0,100.0,100,1,100,5283406,5283505
Feature31,NZ_AP026085.1,100.0,100.0,89,1,89,2059016,2058928
Feature32,NZ_AP026085.1,100.0,100.0,100,1,100,2537242,2537143
Feature35,NZ_AP026085.1,100.0,100.0,100,1,100,3109126,3109225
Feature36,NZ_AP026085.1,100.0,100.0,86,1,86,3107555,3107640
Feature37,NZ_AP026085.1,100.0,100.0,100,1,100,3107629,3107530
Feature40,NZ_AP026085.1,100.0,100.0,100,1,100,4541228,4541129
Feature42,NZ_AP026085.1,100.0,100.0,100,1,100,2022416,2022515
Feature44,NZ_AP026085.1,100.0,100.0,98,1,98,3107647,3107550
Feature48,NZ_AP026085.1,100.0,100.0,81,1,81,1213117,1213037
Feature51,NZ_AP026085.1,100.0,100.0,84,1,84,1517112,1517195
Feature52,NZ_AP026085.1,100.0,100.0,87,1,87,3107555,3107641
Feature60,NZ_AP026085.1,100.0,100.0,100,1,100,3109127,3109226
Feature61,NZ_AP026085.1,100.0,100.0,100,1,100,3109125,3109224
Feature63,NZ_AP026085.1,100.0,100.0,100,1,100,3421927,3421828
Feature68,NZ_AP026085.1,100.0,100.0,95,1,95,906138,906232
Feature75,NZ_AP026085.1,100.0,100.0,100,1,100,2817633,2817534
Feature77,NZ_AP026085.1,100.0,100.0,100,1,100,2518491,2518392
Feature77,NZ_AP026085.1,100.0,100.0,100,1,100,2773928,2773829
Feature80,NZ_AP026085.1,100.0,100.0,93,1,93,3107555,3107647
Feature85,NZ_AP026085.1,100.0,100.0,84,1,84,3107562,3107645
Feature88,NZ_AP026086.1,100.0,100.0,81,1,81,22289,22369
Feature89,NZ_AP026085.1,100.0,100.0,97,1,97,2775424,2775328
Feature90,NZ_AP026085.1,100.0,100.0,93,1,93,3816408,3816500
Feature94,NZ_AP026085.1,100.0,100.0,100,1,100,3421809,3421908
