query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,NZ_AP026097.1,100.0,100.0,81,1,81,3168334,3168254
Feature2,NZ_AP026097.1,100.0,100.0,100,1,100,3168353,3168254
Feature3,NZ_AP026097.1,100.0,100.0,80,1,80,3168333,3168254
Feature4,NZ_AP026097.1,100.0,100.0,87,1,87,1214283,1214197
Feature5,NZ_AP026097.1,100.0,100.0,97,1,97,1214294,1214198
Feature6,NZ_AP026097.1,100.0,100.0,80,1,80,3168366,3168287
Feature7,NZ_AP026097.1,100.0,100.0,100,1,100,1744475,1744376
Feature8,NZ_AP026097.1,100.0,100.0,100,1,100,1744374,1744473
Feature12,NZ_AP026097.1,100.0,100.0,81,1,81,2543438,2543518
Feature13,NZ_AP026097.1,100.0,100.0,100,1,100,4597357,4597258
Feature15,NZ_AP026097.1,100.0,100.0,97,1,97,1744370,1744466
Feature16,NZ_AP026097.1,100.0,100.0,100,1,100,3169625,3169724
Feature17,NZ_AP026097.1,100.0,100.0,91,1,91,1744466,1744376
Feature23,NZ_AP026097.1,100.0,100.0,100,1,100,5341003,5341102
Feature29,NZ_AP026097.1,100.0,100.0,91,1,91,1744370,1744460
Feature31,NZ_AP026097.1,100.0,100.0,89,1,89,2052153,2052065
Feature32,NZ_AP026097.1,100.0,100.0,100,1,100,2543529,2543430
Feature36,NZ_AP026097.1,100.0,100.0,86,1,86,3168280,3168365
Feature37,NZ_AP026097.1,100.0,100.0,100,1,100,3168354,3168255
Feature40,NZ_AP026097.1,100.0,100.0,100,1,100,4597391,4597292
Feature42,NZ_AP026097.1,100.0,100.0,100,1,100,2015554,2015653
Feature44,NZ_AP026097.1,100.0,100.0,98,1,98,3168372,3168275
Feature46,NZ_AP026097.1,100.0,100.0,100,1,100,1744370,1744469
Feature48,NZ_AP026097.1,100.0,100.0,81,1,81,1214283,1214203
Feature52,NZ_AP026097.1,100.0,100.0,87,1,87,3168280,3168366
Feature63,NZ_AP026097.1,100.0,100.0,100,1,100,3480627,3480528
Feature68,NZ_AP026097.1,100.0,100.0,95,1,95,907302,907396
Feature75,NZ_AP026097.1,100.0,100.0,100,1,100,2881120,2881021
Feature76,NZ_AP026097.1,100.0,100.0,86,1,86,1744461,1744376
Feature80,NZ_AP026097.1,100.0,100.0,93,1,93,3168280,3168372
Feature85,NZ_AP026097.1,100.0,100.0,84,1,84,3168287,3168370
