query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,NZ_AP026101.1,100.0,100.0,81,1,81,3211747,3211667
Feature2,NZ_AP026101.1,100.0,100.0,100,1,100,3211766,3211667
Feature3,NZ_AP026101.1,100.0,100.0,80,1,80,3211746,3211667
Feature4,NZ_AP026101.1,100.0,100.0,87,1,87,1214671,1214585
Feature4,NZ_AP026101.1,100.0,100.0,87,1,87,2564991,2565077
Feature5,NZ_AP026101.1,100.0,100.0,97,1,97,1214682,1214586
Feature5,NZ_AP026101.1,100.0,100.0,97,1,97,2564980,2565076
Feature6,NZ_AP026101.1,100.0,100.0,80,1,80,3211779,3211700
Feature12,NZ_AP026101.1,100.0,100.0,81,1,81,2589785,2589865
Feature13,NZ_AP026101.1,100.0,100.0,100,1,100,4625177,4625078
Feature16,NZ_AP026101.1,100.0,100.0,100,1,100,3213038,3213137
Feature23,NZ_AP026101.1,100.0,100.0,100,1,100,5367279,5367378
Feature31,NZ_AP026101.1,100.0,100.0,89,1,89,1728625,1728713
Feature36,NZ_AP026101.1,100.0,100.0,86,1,86,3211693,3211778
Feature37,NZ_AP026101.1,100.0,100.0,100,1,100,3211767,3211668
Feature40,NZ_AP026101.1,100.0,100.0,100,1,100,4625211,4625112
Feature42,NZ_AP026101.1,100.0,100.0,100,1,100,1765224,1765125
Feature44,NZ_AP026101.1,100.0,100.0,98,1,98,3211785,3211688
Feature48,NZ_AP026101.1,100.0,100.0,81,1,81,1214671,1214591
Feature48,NZ_AP026101.1,100.0,100.0,81,1,81,2564991,2565071
Feature51,NZ_AP026101.1,100.0,100.0,84,1,84,2269296,2269213
Feature52,NZ_AP026101.1,100.0,100.0,87,1,87,3211693,3211779
Feature63,NZ_AP026101.1,100.0,100.0,100,1,100,3523232,3523133
Feature68,NZ_AP026101.1,100.0,100.0,95,1,95,908357,908451
Feature75,NZ_AP026101.1,100.0,100.0,100,1,100,2920157,2920058
Feature78,NZ_AP026101.1,100.0,100.0,100,1,100,1244151,1244250
Feature80,NZ_AP026101.1,100.0,100.0,93,1,93,3211693,3211785
Feature85,NZ_AP026101.1,100.0,100.0,84,1,84,3211700,3211783
Feature88,NZ_AP026102.1,100.0,100.0,81,1,81,23602,23682
Feature89,NZ_AP026101.1,100.0,100.0,97,1,97,1205523,1205619
Feature89,NZ_AP026101.1,100.0,100.0,97,1,97,2574793,2574697
Feature89,NZ_AP026101.1,100.0,100.0,97,1,97,2888380,2888284
Feature90,NZ_AP026101.1,100.0,100.0,93,1,93,3917622,3917714
Feature93,NZ_AP026101.1,100.0,100.0,100,1,100,1244154,1244253
Feature94,NZ_AP026101.1,100.0,100.0,100,1,100,3523114,3523213
Feature98,NZ_AP026101.1,100.0,100.0,92,1,92,1644092,1644183
Feature99,NZ_AP026101.1,100.0,100.0,100,1,100,2920160,2920061
Feature101,NZ_AP026101.1,100.0,100.0,84,1,84,3211696,3211779
Feature103,NZ_AP026101.1,100.0,100.0,92,1,92,926878,926787
Feature104,NZ_AP026101.1,100.0,100.0,87,1,87,3211774,3211688
Feature105,NZ_AP026101.1,100.0,100.0,92,1,92,2901958,2902049
Feature106,NZ_AP026101.1,100.0,100.0,90,1,90,3221983,3222072
Feature107,NZ_AP026101.1,100.0,100.0,100,1,100,926900,926801
Feature107,NZ_AP026101.1,100.0,100.0,100,1,100,2201770,2201869
Feature108,NZ_AP026101.1,100.0,100.0,100,1,100,1190292,1190391
Feature109,NZ_AP026101.1,100.0,100.0,100,1,100,3213086,3212987
Feature110,NZ_AP026101.1,100.0,100.0,100,1,100,5367039,5366940
Feature111,NZ_AP026101.1,100.0,100.0,92,1,92,5125769,5125860
Feature112,NZ_AP026101.1,100.0,100.0,85,1,85,2269176,2269260
Feature117,NZ_AP026101.1,100.0,100.0,85,1,85,3211700,3211784
Feature120,NZ_AP026101.1,100.0,100.0,92,1,92,1343819,1343910
Feature122,NZ_AP026101.1,100.0,100.0,100,1,100,3523210,3523111
Feature129,NZ_AP026101.1,100.0,100.0,100,1,100,308048,307949
Feature130,NZ_AP026101.1,100.0,100.0,100,1,100,1703084,1702985
Feature132,NZ_AP026101.1,100.0,100.0,100,1,100,2294768,2294669
Feature133,NZ_AP026101.1,100.0,100.0,85,1,85,3211785,3211701
Feature134,NZ_AP026101.1,100.0,100.0,100,1,100,4476172,4476073
Feature137,NZ_AP026101.1,100.0,100.0,86,1,86,1205523,1205608
Feature137,NZ_AP026101.1,100.0,100.0,86,1,86,2574793,2574708
Feature137,NZ_AP026101.1,100.0,100.0,86,1,86,2888380,2888295
Feature138,NZ_AP026101.1,100.0,100.0,84,1,84,926800,926883
Feature138,NZ_AP026101.1,100.0,100.0,84,1,84,2201870,2201787
Feature140,NZ_AP026101.1,100.0,100.0,80,1,80,2269176,2269255
Feature143,NZ_AP026101.1,100.0,100.0,100,1,100,5367049,5366950
Feature145,NZ_AP026101.1,100.0,100.0,98,1,98,1192635,1192538
Feature146,NZ_AP026101.1,100.0,100.0,96,1,96,926800,926895
Feature146,NZ_AP026101.1,100.0,100.0,96,1,96,2201870,2201775
Feature147,NZ_AP026101.1,100.0,100.0,100,1,100,2049380,2049479
Feature147,NZ_AP026101.1,100.0,100.0,100,1,100,2882663,2882762
Feature148,NZ_AP026101.1,100.0,100.0,80,1,80,926883,926804
Feature148,NZ_AP026101.1,100.0,100.0,80,1,80,2201787,2201866
Feature149,NZ_AP026101.1,100.0,100.0,99,1,99,2603472,2603374
Feature151,NZ_AP026101.1,100.0,100.0,98,1,98,1205840,1205743
Feature151,NZ_AP026101.1,100.0,100.0,98,1,98,2574476,2574573
Feature151,NZ_AP026101.1,100.0,100.0,98,1,98,2888063,2888160
Feature153,NZ_AP026101.1,100.0,100.0,100,1,100,2049422,2049521
Feature153,NZ_AP026101.1,100.0,100.0,100,1,100,2882705,2882804
Feature155,NZ_AP026101.1,100.0,100.0,82,1,82,901942,901861
