query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,AP026097.1,100.0,100.0,81,1,81,3168334,3168254
Feature2,AP026097.1,100.0,100.0,100,1,100,3168353,3168254
Feature3,AP026097.1,100.0,100.0,80,1,80,3168333,3168254
Feature4,AP026097.1,100.0,100.0,87,1,87,1214283,1214197
Feature5,AP026097.1,100.0,100.0,97,1,97,1214294,1214198
Feature6,AP026097.1,100.0,100.0,80,1,80,3168366,3168287
Feature7,AP026097.1,100.0,100.0,100,1,100,1744475,1744376
Feature8,AP026097.1,100.0,100.0,100,1,100,1744374,1744473
Feature12,AP026097.1,100.0,100.0,81,1,81,2543438,2543518
Feature13,AP026097.1,100.0,100.0,100,1,100,4597357,4597258
Feature15,AP026097.1,100.0,100.0,97,1,97,1744370,1744466
Feature16,AP026097.1,100.0,100.0,100,1,100,3169625,3169724
Feature17,AP026097.1,100.0,100.0,91,1,91,1744466,1744376
Feature23,AP026097.1,100.0,100.0,100,1,100,5341003,5341102
Feature29,AP026097.1,100.0,100.0,91,1,91,1744370,1744460
Feature31,AP026097.1,100.0,100.0,89,1,89,2052153,2052065
Feature32,AP026097.1,100.0,100.0,100,1,100,2543529,2543430
Feature36,AP026097.1,100.0,100.0,86,1,86,3168280,3168365
Feature37,AP026097.1,100.0,100.0,100,1,100,3168354,3168255
Feature40,AP026097.1,100.0,100.0,100,1,100,4597391,4597292
Feature42,AP026097.1,100.0,100.0,100,1,100,2015554,2015653
Feature44,AP026097.1,100.0,100.0,98,1,98,3168372,3168275
Feature46,AP026097.1,100.0,100.0,100,1,100,1744370,1744469
Feature48,AP026097.1,100.0,100.0,81,1,81,1214283,1214203
Feature52,AP026097.1,100.0,100.0,87,1,87,3168280,3168366
Feature63,AP026097.1,100.0,100.0,100,1,100,3480627,3480528
Feature68,AP026097.1,100.0,100.0,95,1,95,907302,907396
Feature75,AP026097.1,100.0,100.0,100,1,100,2881120,2881021
Feature76,AP026097.1,100.0,100.0,86,1,86,1744461,1744376
Feature80,AP026097.1,100.0,100.0,93,1,93,3168280,3168372
Feature85,AP026097.1,100.0,100.0,84,1,84,3168287,3168370
Feature89,AP026097.1,100.0,100.0,97,1,97,2838923,2838827
Feature90,AP026097.1,100.0,100.0,93,1,93,3873863,3873955
Feature94,AP026097.1,100.0,100.0,100,1,100,3480509,3480608
Feature96,AP026097.1,100.0,100.0,89,1,89,1744464,1744376
Feature98,AP026097.1,100.0,100.0,92,1,92,2087958,2087867
Feature99,AP026097.1,100.0,100.0,100,1,100,2881123,2881024
Feature101,AP026097.1,100.0,100.0,84,1,84,3168283,3168366
Feature103,AP026097.1,100.0,100.0,92,1,92,925823,925732
Feature104,AP026097.1,100.0,100.0,87,1,87,3168361,3168275
Feature106,AP026097.1,100.0,100.0,90,1,90,3178569,3178658
Feature107,AP026097.1,100.0,100.0,100,1,100,925845,925746
Feature107,AP026097.1,100.0,100.0,100,1,100,1533906,1533807
Feature108,AP026097.1,100.0,100.0,100,1,100,1189249,1189348
Feature109,AP026097.1,100.0,100.0,100,1,100,3169673,3169574
Feature110,AP026097.1,100.0,100.0,100,1,100,5340763,5340664
Feature111,AP026097.1,100.0,100.0,92,1,92,5099360,5099451
