query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,AP026099.1,100.0,100.0,81,1,81,3318497,3318417
Feature2,AP026099.1,100.0,100.0,100,1,100,3318516,3318417
Feature3,AP026099.1,100.0,100.0,80,1,80,3318496,3318417
Feature4,AP026099.1,100.0,100.0,87,1,87,1263527,1263441
Feature5,AP026099.1,100.0,100.0,97,1,97,1263538,1263442
Feature6,AP026099.1,100.0,100.0,80,1,80,3318529,3318450
Feature7,AP026099.1,100.0,100.0,100,1,100,1839990,1839891
Feature7,AP026099.1,100.0,100.0,100,1,100,2199644,2199743
Feature8,AP026099.1,100.0,100.0,100,1,100,1839889,1839988
Feature8,AP026099.1,100.0,100.0,100,1,100,2199745,2199646
Feature12,AP026099.1,100.0,100.0,81,1,81,2739718,2739798
Feature13,AP026099.1,100.0,100.0,100,1,100,4750568,4750469
Feature15,AP026099.1,100.0,100.0,97,1,97,1839885,1839981
Feature15,AP026099.1,100.0,100.0,97,1,97,2199749,2199653
Feature16,AP026099.1,100.0,100.0,100,1,100,3319788,3319887
Feature17,AP026099.1,100.0,100.0,91,1,91,1839981,1839891
Feature17,AP026099.1,100.0,100.0,91,1,91,2199653,2199743
Feature23,AP026099.1,100.0,100.0,100,1,100,5492246,5492345
Feature28,AP026099.1,100.0,100.0,100,1,100,2196058,2195959
Feature29,AP026099.1,100.0,100.0,91,1,91,1839885,1839975
Feature29,AP026099.1,100.0,100.0,91,1,91,2199749,2199659
Feature31,AP026099.1,100.0,100.0,89,1,89,1838273,1838361
Feature31,AP026099.1,100.0,100.0,89,1,89,2044180,2044092
Feature32,AP026099.1,100.0,100.0,100,1,100,2739809,2739710
Feature35,AP026099.1,100.0,100.0,100,1,100,3320014,3320113
Feature36,AP026099.1,100.0,100.0,86,1,86,3318443,3318528
Feature37,AP026099.1,100.0,100.0,100,1,100,3318517,3318418
Feature39,AP026099.1,100.0,100.0,100,1,100,2195925,2196024
Feature40,AP026099.1,100.0,100.0,100,1,100,4750602,4750503
Feature42,AP026099.1,100.0,100.0,100,1,100,2007581,2007680
Feature44,AP026099.1,100.0,100.0,98,1,98,3318535,3318438
