query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,NZ_AP026114.1,100.0,100.0,81,1,81,3024603,3024523
Feature2,NZ_AP026114.1,100.0,100.0,100,1,100,3024622,3024523
Feature3,NZ_AP026114.1,100.0,100.0,80,1,80,3024602,3024523
Feature4,NZ_AP026114.1,100.0,100.0,87,1,87,2711664,2711750
Feature5,NZ_AP026114.1,100.0,100.0,97,1,97,2711653,2711749
Feature6,NZ_AP026114.1,100.0,100.0,80,1,80,3024635,3024556
Feature12,NZ_AP026114.1,100.0,100.0,81,1,81,1528416,1528336
Feature12,NZ_AP026114.1,100.0,100.0,81,1,81,1987934,1987854
Feature13,NZ_AP026114.1,100.0,100.0,100,1,100,4442534,4442435
Feature16,NZ_AP026114.1,100.0,100.0,100,1,100,3025894,3025993
Feature19,NZ_AP026114.1,100.0,100.0,100,1,100,1291140,1291041
Feature19,NZ_AP026114.1,100.0,100.0,100,1,100,1547183,1547084
Feature19,NZ_AP026114.1,100.0,100.0,100,1,100,2332759,2332858
Feature19,NZ_AP026114.1,100.0,100.0,100,1,100,2719246,2719345
Feature23,NZ_AP026114.1,100.0,100.0,100,1,100,5184720,5184819
Feature31,NZ_AP026114.1,100.0,100.0,89,1,89,2008560,2008648
Feature32,NZ_AP026114.1,100.0,100.0,100,1,100,1528325,1528424
Feature32,NZ_AP026114.1,100.0,100.0,100,1,100,1987843,1987942
Feature35,NZ_AP026114.1,100.0,100.0,100,1,100,3026120,3026219
Feature36,NZ_AP026114.1,100.0,100.0,86,1,86,3024549,3024634
Feature37,NZ_AP026114.1,100.0,100.0,100,1,100,3024623,3024524
Feature40,NZ_AP026114.1,100.0,100.0,100,1,100,4442568,4442469
Feature42,NZ_AP026114.1,100.0,100.0,100,1,100,2045159,2045060
Feature44,NZ_AP026114.1,100.0,100.0,98,1,98,3024641,3024544
Feature48,NZ_AP026114.1,100.0,100.0,81,1,81,2711664,2711744
Feature52,NZ_AP026114.1,100.0,100.0,87,1,87,3024549,3024635
Feature60,NZ_AP026114.1,100.0,100.0,100,1,100,3026121,3026220
Feature61,NZ_AP026114.1,100.0,100.0,100,1,100,3026119,3026218
Feature63,NZ_AP026114.1,100.0,100.0,100,1,100,3338922,3338823
Feature68,NZ_AP026114.1,100.0,100.0,95,1,95,906114,906208
Feature75,NZ_AP026114.1,100.0,100.0,100,1,100,2752632,2752533
Feature77,NZ_AP026114.1,100.0,100.0,100,1,100,1291030,1291129
Feature77,NZ_AP026114.1,100.0,100.0,100,1,100,1547073,1547172
Feature77,NZ_AP026114.1,100.0,100.0,100,1,100,2332869,2332770
Feature77,NZ_AP026114.1,100.0,100.0,100,1,100,2719356,2719257
Feature80,NZ_AP026114.1,100.0,100.0,93,1,93,3024549,3024641
Feature85,NZ_AP026114.1,100.0,100.0,84,1,84,3024556,3024639
Feature88,NZ_AP026115.1,100.0,100.0,81,1,81,22289,22369
Feature89,NZ_AP026114.1,100.0,100.0,97,1,97,2720852,2720756
Feature90,NZ_AP026114.1,100.0,100.0,93,1,93,3724607,3724699
Feature94,NZ_AP026114.1,100.0,100.0,100,1,100,3338804,3338903
Feature98,NZ_AP026114.1,100.0,100.0,92,1,92,1974077,1974168
Feature99,NZ_AP026114.1,100.0,100.0,100,1,100,2752635,2752536
Feature100,NZ_AP026114.1,100.0,100.0,93,1,93,1292558,1292466
Feature101,NZ_AP026114.1,100.0,100.0,84,1,84,3024552,3024635
Feature103,NZ_AP026114.1,100.0,100.0,92,1,92,924634,924543
Feature104,NZ_AP026114.1,100.0,100.0,87,1,87,3024630,3024544
Feature105,NZ_AP026114.1,100.0,100.0,92,1,92,2734430,2734521
Feature107,NZ_AP026114.1,100.0,100.0,100,1,100,924656,924557
Feature107,NZ_AP026114.1,100.0,100.0,100,1,100,2482952,2483051
Feature108,NZ_AP026114.1,100.0,100.0,100,1,100,1274304,1274403
Feature109,NZ_AP026114.1,100.0,100.0,100,1,100,3025942,3025843
Feature110,NZ_AP026114.1,100.0,100.0,100,1,100,5184480,5184381
Feature112,NZ_AP026114.1,100.0,100.0,85,1,85,1290895,1290811
Feature112,NZ_AP026114.1,100.0,100.0,85,1,85,1546938,1546854
Feature112,NZ_AP026114.1,100.0,100.0,85,1,85,2333004,2333088
Feature112,NZ_AP026114.1,100.0,100.0,85,1,85,2719491,2719575
Feature115,NZ_AP026114.1,100.0,100.0,96,1,96,2448856,2448951
Feature117,NZ_AP026114.1,100.0,100.0,85,1,85,3024556,3024640
Feature120,NZ_AP026114.1,100.0,100.0,92,1,92,2448860,2448951
Feature122,NZ_AP026114.1,100.0,100.0,100,1,100,3338900,3338801
Feature124,NZ_AP026114.1,100.0,100.0,100,1,100,3026217,3026118
Feature129,NZ_AP026114.1,100.0,100.0,100,1,100,308187,308088
Feature133,NZ_AP026114.1,100.0,100.0,85,1,85,3024641,3024557
Feature134,NZ_AP026114.1,100.0,100.0,100,1,100,4293536,4293437
Feature135,NZ_AP026114.1,100.0,100.0,95,1,95,2448857,2448951
Feature137,NZ_AP026114.1,100.0,100.0,86,1,86,2720852,2720767
Feature138,NZ_AP026114.1,100.0,100.0,84,1,84,924556,924639
Feature138,NZ_AP026114.1,100.0,100.0,84,1,84,2483052,2482969
Feature140,NZ_AP026114.1,100.0,100.0,80,1,80,1290895,1290816
Feature140,NZ_AP026114.1,100.0,100.0,80,1,80,1546938,1546859
Feature140,NZ_AP026114.1,100.0,100.0,80,1,80,2333004,2333083
Feature140,NZ_AP026114.1,100.0,100.0,80,1,80,2719491,2719570
Feature143,NZ_AP026114.1,100.0,100.0,100,1,100,5184490,5184391
Feature145,NZ_AP026114.1,100.0,100.0,98,1,98,1276647,1276550
Feature146,NZ_AP026114.1,100.0,100.0,96,1,96,924556,924651
Feature146,NZ_AP026114.1,100.0,100.0,96,1,96,2483052,2482957
Feature147,NZ_AP026114.1,100.0,100.0,100,1,100,2329298,2329397
Feature147,NZ_AP026114.1,100.0,100.0,100,1,100,2715135,2715234
Feature148,NZ_AP026114.1,100.0,100.0,80,1,80,924639,924560
Feature148,NZ_AP026114.1,100.0,100.0,80,1,80,2482969,2483048
Feature149,NZ_AP026114.1,100.0,100.0,99,1,99,1514726,1514824
Feature151,NZ_AP026114.1,100.0,100.0,98,1,98,1545894,1545797
Feature151,NZ_AP026114.1,100.0,100.0,98,1,98,2720535,2720632
Feature152,NZ_AP026114.1,100.0,100.0,99,1,99,1292442,1292540
Feature153,NZ_AP026114.1,100.0,100.0,100,1,100,2329340,2329439
Feature153,NZ_AP026114.1,100.0,100.0,100,1,100,2715177,2715276
Feature155,NZ_AP026114.1,100.0,100.0,82,1,82,899699,899618
Feature157,NZ_AP026114.1,100.0,100.0,100,1,100,1290807,1290906
Feature157,NZ_AP026114.1,100.0,100.0,100,1,100,1546850,1546949
Feature157,NZ_AP026114.1,100.0,100.0,100,1,100,2333092,2332993
Feature157,NZ_AP026114.1,100.0,100.0,100,1,100,2719579,2719480
Feature160,NZ_AP026114.1,100.0,100.0,91,1,91,2448860,2448950
Feature165,NZ_AP026114.1,100.0,100.0,87,1,87,1550648,1550562
Feature166,NZ_AP026114.1,100.0,100.0,90,1,90,1290816,1290905
Feature166,NZ_AP026114.1,100.0,100.0,90,1,90,1546859,1546948
Feature166,NZ_AP026114.1,100.0,100.0,90,1,90,2333083,2332994
Feature166,NZ_AP026114.1,100.0,100.0,90,1,90,2719570,2719481
Feature167,NZ_AP026114.1,100.0,100.0,100,1,100,272536,272437
Feature168,NZ_AP026114.1,100.0,100.0,100,1,100,1290792,1290891
Feature168,NZ_AP026114.1,100.0,100.0,100,1,100,1546835,1546934
Feature168,NZ_AP026114.1,100.0,100.0,100,1,100,2333107,2333008
Feature168,NZ_AP026114.1,100.0,100.0,100,1,100,2719594,2719495
Feature174,NZ_AP026114.1,100.0,100.0,100,1,100,1290808,1290907
Feature174,NZ_AP026114.1,100.0,100.0,100,1,100,1546851,1546950
Feature174,NZ_AP026114.1,100.0,100.0,100,1,100,2333091,2332992
Feature174,NZ_AP026114.1,100.0,100.0,100,1,100,2719578,2719479
Feature176,NZ_AP026114.1,100.0,100.0,100,1,100,2752616,2752517
Feature178,NZ_AP026114.1,100.0,100.0,88,1,88,3024641,3024554
Feature179,NZ_AP026114.1,100.0,100.0,88,1,88,2751036,2751123
Feature181,NZ_AP026114.1,100.0,100.0,83,1,83,265391,265309
Feature182,NZ_AP026114.1,100.0,100.0,100,1,100,2045154,2045055
Feature184,NZ_AP026114.1,100.0,100.0,100,1,100,1294129,1294228
Feature186,NZ_AP026114.1,100.0,100.0,100,1,100,1552247,1552148
Feature186,NZ_AP026114.1,100.0,100.0,100,1,100,2014317,2014218
Feature188,NZ_AP026114.1,100.0,100.0,100,1,100,924576,924675
Feature188,NZ_AP026114.1,100.0,100.0,100,1,100,2483032,2482933
Feature191,NZ_AP026114.1,100.0,100.0,100,1,100,1290886,1290787
Feature191,NZ_AP026114.1,100.0,100.0,100,1,100,1546929,1546830
Feature191,NZ_AP026114.1,100.0,100.0,100,1,100,2333013,2333112
Feature191,NZ_AP026114.1,100.0,100.0,100,1,100,2719500,2719599
Feature196,NZ_AP026114.1,100.0,100.0,100,1,100,1266322,1266421
Feature198,NZ_AP026114.1,100.0,100.0,100,1,100,1526403,1526304
Feature198,NZ_AP026114.1,100.0,100.0,100,1,100,1985924,1985825
Feature199,NZ_AP026114.1,100.0,100.0,89,1,89,2752949,2752861
Feature203,NZ_AP026114.1,100.0,100.0,100,1,100,4450383,4450284
Feature205,NZ_AP026114.1,100.0,100.0,89,1,89,1262055,1261967
Feature206,NZ_AP026114.1,100.0,100.0,95,1,95,1261968,1262062
Feature209,NZ_AP026114.1,100.0,100.0,80,1,80,1975778,1975857
Feature212,NZ_AP026114.1,100.0,100.0,100,1,100,2752592,2752493
Feature215,NZ_AP026114.1,100.0,100.0,100,1,100,4941759,4941660
Feature217,NZ_AP026114.1,100.0,100.0,82,1,82,1292558,1292477
Feature222,NZ_AP026114.1,100.0,100.0,95,1,95,927529,927623
Feature226,NZ_AP026114.1,100.0,100.0,100,1,100,2016486,2016387
Feature226,NZ_AP026114.1,100.0,100.0,100,1,100,2712018,2712117
Feature226,NZ_AP026114.1,100.0,100.0,100,1,100,4943864,4943765
Feature228,NZ_AP026114.1,100.0,100.0,100,1,100,2752538,2752439
Feature231,NZ_AP026114.1,100.0,100.0,100,1,100,1291142,1291043
Feature231,NZ_AP026114.1,100.0,100.0,100,1,100,1547185,1547086
Feature231,NZ_AP026114.1,100.0,100.0,100,1,100,2332757,2332856
Feature231,NZ_AP026114.1,100.0,100.0,100,1,100,2719244,2719343
Feature235,NZ_AP026114.1,100.0,100.0,100,1,100,2711216,2711315
Feature235,NZ_AP026114.1,100.0,100.0,100,1,100,2711357,2711456
Feature235,NZ_AP026114.1,100.0,100.0,100,1,100,2711498,2711597
Feature239,NZ_AP026114.1,100.0,100.0,89,1,89,1269298,1269386
Feature241,NZ_AP026114.1,100.0,100.0,81,1,81,924556,924636
Feature241,NZ_AP026114.1,100.0,100.0,81,1,81,2483052,2482972
Feature244,NZ_AP026114.1,100.0,100.0,90,1,90,1977041,1976952
Feature245,NZ_AP026114.1,100.0,100.0,81,1,81,2010739,2010659
Feature246,NZ_AP026114.1,100.0,100.0,100,1,100,1526278,1526377
Feature246,NZ_AP026114.1,100.0,100.0,100,1,100,1985799,1985898
Feature247,NZ_AP026114.1,100.0,100.0,92,1,92,924635,924544
Feature248,NZ_AP026114.1,100.0,100.0,92,1,92,1527710,1527801
Feature253,NZ_AP026114.1,100.0,100.0,98,1,98,1976712,1976809
Feature253,NZ_AP026114.1,100.0,100.0,98,1,98,2365559,2365462
Feature255,NZ_AP026114.1,100.0,100.0,100,1,100,1529273,1529174
Feature255,NZ_AP026114.1,100.0,100.0,100,1,100,1988791,1988692
Feature256,NZ_AP026114.1,100.0,100.0,91,1,91,2752561,2752651
Feature261,NZ_AP026114.1,100.0,100.0,94,1,94,349381,349288
Feature265,NZ_AP026114.1,100.0,100.0,100,1,100,3025870,3025771
Feature266,NZ_AP026114.1,100.0,100.0,100,1,100,924597,924696
Feature266,NZ_AP026114.1,100.0,100.0,100,1,100,2483011,2482912
