query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,AP026114.1,100.0,100.0,81,1,81,3024603,3024523
Feature2,AP026114.1,100.0,100.0,100,1,100,3024622,3024523
Feature3,AP026114.1,100.0,100.0,80,1,80,3024602,3024523
Feature4,AP026114.1,100.0,100.0,87,1,87,2711664,2711750
Feature5,AP026114.1,100.0,100.0,97,1,97,2711653,2711749
Feature6,AP026114.1,100.0,100.0,80,1,80,3024635,3024556
Feature12,AP026114.1,100.0,100.0,81,1,81,1528416,1528336
Feature12,AP026114.1,100.0,100.0,81,1,81,1987934,1987854
Feature13,AP026114.1,100.0,100.0,100,1,100,4442534,4442435
Feature16,AP026114.1,100.0,100.0,100,1,100,3025894,3025993
Feature19,AP026114.1,100.0,100.0,100,1,100,1291140,1291041
Feature19,AP026114.1,100.0,100.0,100,1,100,1547183,1547084
Feature19,AP026114.1,100.0,100.0,100,1,100,2332759,2332858
Feature19,AP026114.1,100.0,100.0,100,1,100,2719246,2719345
Feature23,AP026114.1,100.0,100.0,100,1,100,5184720,5184819
Feature31,AP026114.1,100.0,100.0,89,1,89,2008560,2008648
Feature32,AP026114.1,100.0,100.0,100,1,100,1528325,1528424
Feature32,AP026114.1,100.0,100.0,100,1,100,1987843,1987942
Feature35,AP026114.1,100.0,100.0,100,1,100,3026120,3026219
Feature36,AP026114.1,100.0,100.0,86,1,86,3024549,3024634
Feature37,AP026114.1,100.0,100.0,100,1,100,3024623,3024524
Feature40,AP026114.1,100.0,100.0,100,1,100,4442568,4442469
Feature42,AP026114.1,100.0,100.0,100,1,100,2045159,2045060
Feature44,AP026114.1,100.0,100.0,98,1,98,3024641,3024544
Feature48,AP026114.1,100.0,100.0,81,1,81,2711664,2711744
Feature52,AP026114.1,100.0,100.0,87,1,87,3024549,3024635
Feature60,AP026114.1,100.0,100.0,100,1,100,3026121,3026220
Feature61,AP026114.1,100.0,100.0,100,1,100,3026119,3026218
Feature63,AP026114.1,100.0,100.0,100,1,100,3338922,3338823
Feature68,AP026114.1,100.0,100.0,95,1,95,906114,906208
Feature75,AP026114.1,100.0,100.0,100,1,100,2752632,2752533
Feature77,AP026114.1,100.0,100.0,100,1,100,1291030,1291129
Feature77,AP026114.1,100.0,100.0,100,1,100,1547073,1547172
Feature77,AP026114.1,100.0,100.0,100,1,100,2332869,2332770
Feature77,AP026114.1,100.0,100.0,100,1,100,2719356,2719257
Feature80,AP026114.1,100.0,100.0,93,1,93,3024549,3024641
Feature85,AP026114.1,100.0,100.0,84,1,84,3024556,3024639
Feature88,AP026115.1,100.0,100.0,81,1,81,22289,22369
Feature89,AP026114.1,100.0,100.0,97,1,97,2720852,2720756
Feature90,AP026114.1,100.0,100.0,93,1,93,3724607,3724699
Feature94,AP026114.1,100.0,100.0,100,1,100,3338804,3338903
Feature98,AP026114.1,100.0,100.0,92,1,92,1974077,1974168
Feature99,AP026114.1,100.0,100.0,100,1,100,2752635,2752536
Feature100,AP026114.1,100.0,100.0,93,1,93,1292558,1292466
Feature101,AP026114.1,100.0,100.0,84,1,84,3024552,3024635
Feature103,AP026114.1,100.0,100.0,92,1,92,924634,924543
Feature104,AP026114.1,100.0,100.0,87,1,87,3024630,3024544
Feature105,AP026114.1,100.0,100.0,92,1,92,2734430,2734521
Feature107,AP026114.1,100.0,100.0,100,1,100,924656,924557
Feature107,AP026114.1,100.0,100.0,100,1,100,2482952,2483051
Feature108,AP026114.1,100.0,100.0,100,1,100,1274304,1274403
Feature109,AP026114.1,100.0,100.0,100,1,100,3025942,3025843
Feature110,AP026114.1,100.0,100.0,100,1,100,5184480,5184381
Feature112,AP026114.1,100.0,100.0,85,1,85,1290895,1290811
Feature112,AP026114.1,100.0,100.0,85,1,85,1546938,1546854
Feature112,AP026114.1,100.0,100.0,85,1,85,2333004,2333088
Feature112,AP026114.1,100.0,100.0,85,1,85,2719491,2719575
Feature115,AP026114.1,100.0,100.0,96,1,96,2448856,2448951
Feature117,AP026114.1,100.0,100.0,85,1,85,3024556,3024640
Feature120,AP026114.1,100.0,100.0,92,1,92,2448860,2448951
Feature122,AP026114.1,100.0,100.0,100,1,100,3338900,3338801
Feature124,AP026114.1,100.0,100.0,100,1,100,3026217,3026118
Feature129,AP026114.1,100.0,100.0,100,1,100,308187,308088
Feature133,AP026114.1,100.0,100.0,85,1,85,3024641,3024557
Feature134,AP026114.1,100.0,100.0,100,1,100,4293536,4293437
Feature135,AP026114.1,100.0,100.0,95,1,95,2448857,2448951
Feature137,AP026114.1,100.0,100.0,86,1,86,2720852,2720767
Feature138,AP026114.1,100.0,100.0,84,1,84,924556,924639
Feature138,AP026114.1,100.0,100.0,84,1,84,2483052,2482969
Feature140,AP026114.1,100.0,100.0,80,1,80,1290895,1290816
Feature140,AP026114.1,100.0,100.0,80,1,80,1546938,1546859
Feature140,AP026114.1,100.0,100.0,80,1,80,2333004,2333083
Feature140,AP026114.1,100.0,100.0,80,1,80,2719491,2719570
Feature143,AP026114.1,100.0,100.0,100,1,100,5184490,5184391
Feature145,AP026114.1,100.0,100.0,98,1,98,1276647,1276550
Feature146,AP026114.1,100.0,100.0,96,1,96,924556,924651
Feature146,AP026114.1,100.0,100.0,96,1,96,2483052,2482957
Feature147,AP026114.1,100.0,100.0,100,1,100,2329298,2329397
Feature147,AP026114.1,100.0,100.0,100,1,100,2715135,2715234
Feature148,AP026114.1,100.0,100.0,80,1,80,924639,924560
