query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1,NZ_AP026118.1,100.0,100.0,81,1,81,3104391,3104311
Feature2,NZ_AP026118.1,100.0,100.0,100,1,100,3104410,3104311
Feature3,NZ_AP026118.1,100.0,100.0,80,1,80,3104390,3104311
Feature4,NZ_AP026118.1,100.0,100.0,87,1,87,1215547,1215461
Feature4,NZ_AP026118.1,100.0,100.0,87,1,87,2517271,2517357
Feature5,NZ_AP026118.1,100.0,100.0,97,1,97,1215558,1215462
Feature5,NZ_AP026118.1,100.0,100.0,97,1,97,2517260,2517356
Feature6,NZ_AP026118.1,100.0,100.0,80,1,80,3104423,3104344
Feature12,NZ_AP026118.1,100.0,100.0,81,1,81,2541453,2541533
Feature13,NZ_AP026118.1,100.0,100.0,100,1,100,4533650,4533551
Feature16,NZ_AP026118.1,100.0,100.0,100,1,100,3105682,3105781
Feature23,NZ_AP026118.1,100.0,100.0,100,1,100,5275716,5275815
Feature31,NZ_AP026118.1,100.0,100.0,89,1,89,2005080,2004992
Feature36,NZ_AP026118.1,100.0,100.0,86,1,86,3104337,3104422
Feature37,NZ_AP026118.1,100.0,100.0,100,1,100,3104411,3104312
Feature40,NZ_AP026118.1,100.0,100.0,100,1,100,4533684,4533585
Feature42,NZ_AP026118.1,100.0,100.0,100,1,100,1968481,1968580
Feature44,NZ_AP026118.1,100.0,100.0,98,1,98,3104429,3104332
Feature48,NZ_AP026118.1,100.0,100.0,81,1,81,1215547,1215467
Feature48,NZ_AP026118.1,100.0,100.0,81,1,81,2517271,2517351
Feature52,NZ_AP026118.1,100.0,100.0,87,1,87,3104337,3104423
Feature63,NZ_AP026118.1,100.0,100.0,100,1,100,3415855,3415756
Feature68,NZ_AP026118.1,100.0,100.0,95,1,95,908580,908674
Feature75,NZ_AP026118.1,100.0,100.0,100,1,100,2812801,2812702
Feature78,NZ_AP026118.1,100.0,100.0,100,1,100,2487791,2487692
Feature80,NZ_AP026118.1,100.0,100.0,93,1,93,3104337,3104429
Feature85,NZ_AP026118.1,100.0,100.0,84,1,84,3104344,3104427
Feature88,NZ_AP026119.1,100.0,100.0,81,1,81,23602,23682
Feature89,NZ_AP026118.1,100.0,100.0,97,1,97,1205746,1205842
Feature89,NZ_AP026118.1,100.0,100.0,97,1,97,2526463,2526367
Feature89,NZ_AP026118.1,100.0,100.0,97,1,97,2779708,2779612
Feature90,NZ_AP026118.1,100.0,100.0,93,1,93,3810165,3810257
Feature93,NZ_AP026118.1,100.0,100.0,100,1,100,2487788,2487689
Feature94,NZ_AP026118.1,100.0,100.0,100,1,100,3415737,3415836
Feature98,NZ_AP026118.1,100.0,100.0,92,1,92,2088290,2088199
Feature99,NZ_AP026118.1,100.0,100.0,100,1,100,2812804,2812705
Feature101,NZ_AP026118.1,100.0,100.0,84,1,84,3104340,3104423
Feature103,NZ_AP026118.1,100.0,100.0,92,1,92,927101,927010
Feature104,NZ_AP026118.1,100.0,100.0,87,1,87,3104418,3104332
Feature105,NZ_AP026118.1,100.0,100.0,92,1,92,2793286,2793377
Feature106,NZ_AP026118.1,100.0,100.0,90,1,90,3114627,3114716
Feature107,NZ_AP026118.1,100.0,100.0,100,1,100,927123,927024
Feature107,NZ_AP026118.1,100.0,100.0,100,1,100,1530614,1530515
Feature108,NZ_AP026118.1,100.0,100.0,100,1,100,1190515,1190614
Feature109,NZ_AP026118.1,100.0,100.0,100,1,100,3105730,3105631
Feature110,NZ_AP026118.1,100.0,100.0,100,1,100,5275476,5275377
Feature111,NZ_AP026118.1,100.0,100.0,92,1,92,5034227,5034318
